X,Y,OBJECTID,CFNAME,CFTYPE,CFSUBTYPE,ADDRESS,GNISCODE,COMMENT,Jurisdiction,Community
1134262.9105,1903399.53925,226,William Beye Elementary School,School,PubElem,230 N Cuyler Ave,404363,,SCHOOL DIST # 97      ,Oak Park
1129773.52425,1907531.65,227,Horace Mann Elementary School,School,PubElem,921 N Kenilworth Ave,412898,,SCHOOL DIST # 97      ,Oak Park
1134826.4495,1902935.65425,228,Childrens Garden Montessori School,School,PrivSchool,165 N Lombard Ave,,,,Oak Park
1135571.762,1902422.2905,229,First Circle Education for Young Child,School,PrivSchool,56 Lake St,,,,Oak Park
1136221.6265,1900760.6755,230,House of Prayer College Prep,School,PrivSchool,9 Randolph St,,,,Oak Park
1133562.13,1900504.51,231,Intercultural Montessori School,School,PrivSchool,301 S Ridgeland Ave,2026527,,,Oak Park
1129928.689,1896440.22975,232,Oak Park Montessori School,School,PrivSchool,937 Garfield St,,,,Oak Park
1105727.09875,1914117.311,233,Apostles Lutheran School,School,PrivSchool,10430 Medill Ave,403567,,Pastor Noe Martinez,Leyden Twp
1127474.479,1907882.20475,234,Dominican Priory School,School,PrivSchool,7200 Division St,407298,,DOMINICAN UNIVERSITY  ,River Forest
1127371.76,1906977.79,235,Grace Lutheran School,School,PrivSchool,7300 Division St,1829839,,GRACE EV LUTH CHURCH  ,River Forest
1123251.806,1907509.762,236,Dominican University,School,HigherEd,7900 Division St,416932,,CATHOLIC BISHOP CHGO  ,River Forest
1108843.8175,1906002.73875,237,Grant Elementary School,School,PubElem,1300 N 34th Ave,409308,,SCHOOL DIST #88       ,Melrose Park
1117013.92525,1906585.77575,238,Jane Addams Elem School,School,PubElem,910 Division St,403355,,SCHOOL DIST #89       ,Melrose Park
1117156.9875,1905676.77725,239,Grace Montessori School,School,PrivSchool,1112 N 9th Ave,,,COSMOPOLITAN UNITED CH,Melrose Park
1111795.75875,1901097.8225,241,Roosevelt Middle School,School,PubElem,2500 Oak St,1836930,,SCHOOL DIST #88       ,Bellwood
1108306.9455,1900473.154,242,Living Word Christian Academy,School,PrivSchool,3600 Butterfield Rd,2038895,,CATHOLIC BISHOP CHGO  ,Bellwood
1115201.61575,1904568.7025,243,Sacred Heart School,School,PrivSchool,815 N 16th Ave,417105,,CATHOLIC BISHOP CHGO  ,Melrose Park
1114282.90575,1904456.97475,244,Word of God Christian Academy,School,PrivSchool,800 N 18th Ave,,,ST JOHN UNITED CHURCH ,Melrose Park
1126820.4055,1897981.2555,245,Garfield Elementary School,School,PubElem,535 Hannah Ave,408904,,SCHOOL DIST #91       ,Forest Park
1117538.60925,1904317.96175,246,Lincoln Elementary School,School,PubElem,811 Chicago Ave,412193,,SCHOOL DIST # 89      ,Maywood
1120841.42825,1893913.19175,247,Provisio Central Math and Science Academy,School,PrivSchool,8601 W Roosevelt Rd,,,Proviso Math & Science,Forest Park
1125565.11975,1901509.202,248,Forest Park Montessori Child Development Center School,School,PrivSchool,16 Lathrop Ave,,,,Forest Park
1111319.54325,1900460.19575,249,Region 06 West Cook ISC 2,School,PubSchool,2795 Washington Blvd,,,,Bellwood
1127184.2345,1899628.6285,250,Montessori Language Academy,School,PrivSchool,316 Circle Ave,,,,Forest Park
1100381.3605,1963057.47525,251,Cumberland Elementary School,School,PubElem,700 E Golf Rd,1826775,,SCHOOL DIST #62       ,Des Plaines
1099721.0735,1963018.26925,252,Chippewa Middle School,School,PubElem,123 Eighth Ave,406069,,SCHOOL DIST #62       ,Des Plaines
1103015.4255,1969367.75975,253,Joseph Academy - Des Plaines,School,PrivSchool,1101 Gregory St,1831491,"Nipper School, Special Ed",SCHOOL DIST #26       ,Des Plaines
1107887.78325,1957003.939,254,Science and Arts Academy,School,PrivSchool,1825 Miner St,,,,Des Plaines
1094382.51225,1959452.4775,255,Brentwood Elementary School,School,PubElem,225 Brentwood Dr,404816,,SCHOOL DIST #59       ,Des Plaines
1092672.56225,1953450.71575,256,Saint Zachary Elementary School,School,PrivElem,567 W Algonquin Rd,417846,,CATHOLIC BISHOP CHGO  ,Des Plaines
1094030.94475,1957829.6295,257,Brentwood Baptist Christian Academy,School,PrivSchool,588 Dara James Rd,1826443,,BRENTWOOD BAPT CHURCH ,Des Plaines
1111086.33625,1957591.1515,258,Guardian Angel Orthodox Day School,School,PrivSchool,2350 E Dempster St,,,ST JOHN BAPT GR ORTHCH,Des Plaines
1101196.5135,1949874.73975,259,Plainfield Elementary School,School,PubElem,1850 Plainfield Dr,1832692,,SCHOOL DIST #62       ,Des Plaines
1105857.288,1956752.64625,260,Central Elementary School,School,PubElem,1527 Prairie Ave,405901,,SCHOOL DIST #62       ,Des Plaines
1097265.63425,1957234.129,261,Terrace Elementary School,School,PubElem,735 S Westgate Rd,1836900,,SCHOOL DIST # 62      ,Des Plaines
1100442.54225,1953911.26175,262,Algonquin Middle School,School,PubElem,1375 S Fifth Ave,403407,,SCHOOL DIST #62       ,Des Plaines
1100370.768,1953041.53575,263,Forest Elementary School,School,PubElem,1375 S Fifth Ave,408527,,SCHOOL DIST #62       ,Des Plaines
1102418.26275,1957065.0925,264,Willows Academy,School,PrivSchool,1012 Thacker St,420917,,ALLIANCE FOR CHARACTER,Des Plaines
1105074.68325,1957334.71675,265,Plato Academy,School,PrivSchool,733 Lee St,,,,Des Plaines
1126665.11125,1966415.75975,266,Hoffman Elementary School,School,PubElem,2000 Harrison St,410346,,SCHOOL DIST #34       ,Glenview
1120232.40475,1965327.174,267,Niles Korean School,School,PrivSchool,8257 W Harrison St,1830904,,CH EXT BD PRESBY CHGO ,Niles
1121789.15525,1963218.3995,268,Washington Elementary School,School,PubElem,2710 Golf Rd,420621,,SCHOOL DIST #63       ,Maine Twp
1119603.54675,1983545.06,269,Glenbrook North High School,School,PubHigh,2300 Shermer Rd,409063,,SCHOOL DIST #225      ,Northbrook
1123706.18925,1975342.088,270,William J. Attea Middle School,School,PubElem,2450 Chestnut Ave,,,GLENVIEW VILLAGE      ,Glenview
1124518.3895,1988525.0205,271,Northbrook Junior High School,School,PubElem,1475 Maple Ave,2026722,,SCHOOL DIST #28       ,Northbrook
1121931.3635,1989242.41625,272,Saint Norberts School,School,PrivSchool,1809 Walters Ave,417656,,CATHOLIC BISHOP CHGO  ,Northbrook
1113703.686,1977273.727,273,Henry Winkelman Elementary School,School,PubElem,1919 Landwehr Rd,1837249,,SCHOOL DIST #31       ,Glenview
1116242.37375,1974370.3065,274,Evanston Day School,School,PrivSchool,3633 West Lake Ave,,Special Education,,Glenview
1127941.27075,1975096.14275,275,Immanuel Lutheran School,School,PrivSchool,1850 Chestnut Ave,410802,,IMMANUEL EV LUTH CH   ,Glenview
1120616.1975,1968062.8595,276,Henking Elementary School,School,PubElem,2941 Linneman St,412679,,SCHOOL DIST #34       ,Glenview
1131231.375,1974504.82475,277,Pleasant Ridge School,School,PubSchool,1730 Sunset Ridge Rd,415892,,SCHOOL DIST #34       ,Glenview
1128655.14,1970007.167,278,Our Lady of Perpetual Help Church,School,PrivSchool,1123 Church St,2098172,,CATHOLIC BISHOP CHGO  ,Glenview
1128655.14,1970007.167,279,Our Lady of Perpetual Help School,School,PrivSchool,1123 Church St,415259,,CATHOLIC BISHOP CHGO  ,Glenview
1129863.6525,1971818.3415,280,Lyon Elementary School,School,PubElem,1335 Waukegan Rd,412778,,SCHOOL DIST #34       ,Glenview
1115892.285,1985612.424,281,Countryside Montessori School,School,PrivSchool,1985 Pfingsten Rd,2026721,,CTRYSIDE MONTESSORI SC,Northbrook
1113386.5065,1985118.26225,282,Stanley Field Junior High School,School,PubElem,2055 Landwehr Rd,2030157,,NORTHWEST SPECIAL ED  ,Northbrook
1118058.63075,1986687.511,283,Wescott Elementary School,School,PubElem,1820 Western Ave,420759,,SCHOOL DIST #30       ,Northbrook
1114756.04725,1970056.66225,284,Glen Grove Elementary School,School,PubElem,3900 Glenview Rd,409056,,SCHOOL DIST #34       ,Glenview
1129805.852,1979680.193,285,Christian Heritage Academy,School,PrivSchool,315 Waukegan Rd,,,,Northfield
1129805.852,1979680.193,286,Glenview Montessori School,School,PrivSchool,315 Waukegan Rd,,,,Northfield
1115789.1345,1961884.42625,287,Mark Twain Elementary,School,PubElem,9401 N Hamlin Ave,413012,,SCHOOL DIST #63       ,Niles
1124581.15075,1961955.669,288,Emma Melzer School,School,PubSchool,9400 Oriole Ave,413383,,SCHOOL DIST #63       ,Morton Grove
1109399.79175,1988231.834,289,Center Glen I School,School,PrivSchool,3737 Oak Ave,,,,Northfield Twp
1112878.78425,1993725.71,290,Keshet Day School,School,PrivSchool,3210 Dundee Rd,,Special Education,SOLOMON SCHECHTER SCHL,Northbrook
1112878.78425,1993725.71,291,Solomon Schechter Day School,School,PrivSchool,3210 Dundee Rd,,,SOLOMON SCHECHTER SCHL,Northbrook
1115944.44975,1990960.662,292,Childrens Learning Path Montessori School Inc,School,PrivSchool,1133 Pfingsten Rd,,,GLORIA DEI EV LUTH CH ,Northbrook
1114352.368,1998366.74725,293,Hellenic American Academy,School,PrivSchool,1085 Lake Cook Rd,,,SINDESMOS HELLINIKES  ,Deerfield
1114286.616,1997923.7945,294,Chicagoland Jewish High School,School,PrivHigh,1095 Lake Cook Rd,,,CHICAGOLAND CNSV.JEWIS,Deerfield
1135261.181,1993049.2515,295,West School,School,PubSchool,1010 Forestway Dr,420918,,SCHOOL DIST #35       ,Glencoe
1125645.54475,1996371.11275,296,Cove School,School,PrivSchool,350 Lee Rd,1836604,,COVE SCHOOL           ,Northbrook
1139702.76975,1990877.91025,297,Central School,School,PubSchool,620 Greenwood Ave,405904,,SCHOOL DIST #35       ,Glencoe
1143348.643,1981519.969,298,Skokie School,School,PubSchool,515 Hibbard Rd,418581,,SCHOOL DIST #36       ,Winnetka
1142428.58425,1981538.57675,299,Carleton W Washburne School,School,PubSchool,515 Hibbard Rd,2030159,,SCHOOL DIST #36       ,Winnetka
1147823.66825,1981599.917,300,Hadley School for the Blind,School,PrivSchool,700 Elm St,409601,,HADLEY SCHL FOR BLIND ,Winnetka
1148377.72025,1979254.32225,301,Chicago Institute of Music,School,PrivSchool,310 Green Bay Rd,,,N SHORE CNTRY DAY SCHL,Winnetka
1143615.27,1979611.6165,302,Crow Island Elementary School,School,PubElem,1112 Willow Rd,406847,,WINNETKA PARK DIST    ,Winnetka
1150414.80475,1979027.43075,303,Samuel Greeley Elementary School,School,PubElem,275 Fairview Ave,409370,,SCHOOL DIST #36       ,Winnetka
1161910.875,1965530.329,304,Roycemore School,School,PrivSchool,640 Lincoln St,1832926,,ROYCEMORE SCHOOL      ,Evanston
1151107.16475,1960386.48675,305,Walker Elementary School,School,PubElem,3601 Church St,420417,,SCHOOL DIST #65       ,Skokie
1135997.22775,1950667.62625,309,Orchard Academy,School,PrivSchool,7660 Marmora Ave,,Special Education,,Skokie
1160570.48375,1968938.24825,310,Baker Demonstration School Inc,School,PrivSchool,201 Sheridan Rd,414299,,,Wilmette
1159806.65525,1955365.52725,311,Rice Childrens Center,School,PubSchool,1101 Washington St,1826123,,CHILDRENS HOME AID SOC,Evanston
1157960.05,1955948.055,313,Washington Elementary School,School,PubElem,914 Ashland Ave,420620,,SCHOOL DIST #65       ,Evanston
1151802.327,1955043.11,314,John Middleton Elementary School,School,PubElem,3509 Madison St,413513,,SCHOOL DIST 73 1/2,Skokie
1128017.29725,1959641.11475,315,Hynes Elementary School,School,PubElem,9000 Bellefort Ave,410744,,SCHOOL DIST #67       ,Morton Grove
1145968.7985,1959609.4195,316,Devonshire Elementary School,School,PubElem,9040 Kostner Ave,407163,,SCHOOL DIST # 68      ,Skokie
1159869.90575,1952785.16825,317,Oakton Elementary School,School,PubElem,436 Ridge Ave,414918,,SCHOOL DIST #65       ,Evanston
1140479.00875,1949907.193,318,Cheder Lubavitch Hebrew Day School Inc,School,PrivSchool,5201 Howard St,2026753,,CHEDER LUBAVITCH HBRW ,Skokie
1140459.09625,1947034.57675,319,Hillel Torah North Suburban Day School,School,PrivSchool,7120 Laramie Ave,411113,,HEBREW THEO COLLEGE,Skokie
1154100.711,1958999.49875,320,Martin Luther King Junior Laboratory Experimental School,School,PubSchool,2424 Lake St,1830981,,SCHOOL DIST #65       ,Evanston
1148447.9315,1964145.85775,321,Highland Elementary School,School,PubElem,9700 Crawford Ave,410233,,,Skokie
1150200.3175,1972225.5615,322,Saint Joseph School,School,PrivSchool,1760 Lake Ave,417467,,CATHOLIC BISHOP CHGO  ,Wilmette
1142639.24025,1973854.451,324,Arlyn Day School,School,PrivSchool,3013 Illinois Rd,403764,,SCHOOL DISTRICT 37    ,Wilmette
1144109.24375,1970564.673,325,Regina Dominican High School,School,PrivHigh,701 Locust Rd,416508,,REGINA DOMINICAN H.S. ,Wilmette
1147118.74775,1970351.55625,326,Highcrest Middle School,School,PubElem,569 Hunter Rd,410211,,SCHOOL DIST #39       ,Wilmette
1146271.0125,1973685.8395,327,Harper Elementary School,School,PubElem,2491 Thornwood Ave,409831,,SCHOOL DIST #39       ,Wilmette
1139960.6725,1965076.56575,328,Everest College,School,HigherEd,9811 Woods Dr,,,,Skokie
1148929.09625,1945751.609,329,Todd Hall Elementary School,School,PubElem,6950 N East Prairie Rd,1836941,,,Lincolnwood
1162230.826,1958385.886,330,Chiaravalle Montessori School,School,PrivSchool,425 Dempster St,413602,,CHIARAVALLE MONT SCHL,Evanston
1148497.924,1957923.11125,331,Mosaic Early Childhood Center School,School,PrivSchool,4023 Dempster St,,,,Skokie
1120353.1785,1946117.3745,332,Park Ridge School District 64,School,PubSchool,164 S Prospect Ave,,,SCHOOL DIST # 64      ,Park Ridge
1119640.8955,1959147.1195,333,Northridge Preparatory School,School,PrivSchool,8320 W Ballard Rd,403864,,ALLIANCE FOR CHARACTER,Niles
1117764.15425,1954534.37525,334,Our Lady of Ransom School,School,PrivSchool,8640 W Normal Ave,,,CATHOLIC BISHOP CHGO  ,Niles
1129319.0875,1952317.51425,335,Culver Elementary School,School,PubElem,6901 W Oakton St,,,SCHOOL DIST #71       ,Niles
1129319.0875,1952317.51425,336,Culver Middle School,School,PubElem,6901 W Oakton St,1826774,,SCHOOL DIST #71       ,Niles
1127964.02525,1949045.3845,337,Saint Bernadette School For Special Education,School,PrivSchool,7423 N Milwaukee Ave,,,ST JOHN LUTHERAN CH   ,Niles
1112628.9435,1949130.553,338,James Madison School,School,PubSchool,2701 W Sibley St,411028,,PK RIDGE REC & PK DIST,Park Ridge
1122642.28575,1950653.89025,339,Eugene Field Elementary School,School,PubElem,707 Wisner St,408080,,SCHOOL DIST #64       ,Park Ridge
1115035.30375,1949600.19225,340,Embers Elementary School,School,PrivElem,2000 W Sibley St,,,EMBERS ELEMENTARY SCH ,Park Ridge
1124249.74675,1957101.14875,341,Notre Dame High School for Boys,School,PrivHigh,7631 Dempster St,414728,,NOTRE DAME HIGH SCHOOL,Niles
1120037.665,1952663.57525,342,Emerson Middle School,School,PubElem,8101 N Cumberland Ave,,,SCHOOL DIST #64       ,Niles
1120037.665,1952663.57525,343,Jefferson School,School,PubSchool,8101 N Cumberland Ave,419659,,SCHOOL DIST #64       ,Niles
1133509.31375,1949617.9325,344,New Hope Academy,School,PrivSchool,6211 Howard St,,,,Niles
1093229.54225,1963312.72475,345,Lions Park Elementary School,School,PubElem,300 E Council Trl,412256,,SCHOOL DIST # 57      ,Mount Prospect
1096659.3595,1993254.29275,346,J Slowacki School,School,PrivSchool,181 W Dundee Rd,,,CATHOLIC BISHOP CHGO,Wheeling
1098265.67125,1992004.56225,347,Oliver W Holmes Middle School,School,PubElem,221 S Wolf Rd,1832499,,SCHOOL DIST #21       ,Wheeling
1102566.09825,1972685.74875,348,Parkview Montessori School Inc,School,PrivSchool,805 Burning Bush Ln,1832613,,,Mount Prospect
1089753.3305,1977811.7225,349,Dwight D Eisenhower Elementary School,School,PubElem,1 N Schoenbeck Rd,1826250,,COOK COUNTY           ,Prospect Heights
1096099.45425,1994413.44925,350,Nathaniel Hawthorne Early Childhood School,School,PubSchool,200 Glendale St,1832963,,SCHOOL DIST # 21      ,Wheeling
1090245.12825,1992771.4695,351,Jack London Middle School,School,PubElem,1001 W Dundee Rd,410990,,SCHOOL DIST #21       ,Wheeling
1088190.279,1991104.47975,352,Booth Tarkington Elementary School,School,PubElem,310 Scott St,1826435,,SCHOOL DIST #21       ,Wheeling
1088597.22525,1971261.626,353,Prospect High School,School,PubHigh,801 W Kensington Rd,416240,,SCHOOL DIST #214      ,Mount Prospect
1088790.548,1971282.33925,354,Northwest Suburban Special Education,School,PubSchool,801 W Kensington Rd,,,SCHOOL DIST #214      ,Mount Prospect
1102016.42225,1975998.33925,355,Indian Grove Elementary School,School,PubElem,1340 Burning Bush Ln,1830669,,SCHOOL DIST #26       ,Mount Prospect
1099447.284,1973193.08,356,River Trails Middle School,School,PubElem,1000 N Wolf Rd,1832872,,SCHOOL DIST #26       ,Mount Prospect
1092941.06825,1985674.007,357,"JFH Academy , Inc.",School,PrivSchool,1001 Oak Ave,,,PROSPECT HGHTS PK DIST,Prospect Heights
1095174.56375,1980533.4845,358,Saint Alphonsus School,School,PrivSchool,411 N Wheeling Rd,417133,,CATHOLIC BISHOP CHGO  ,Prospect Heights
1102183.61075,1979249.348,359,Robert Frost Elementary School,School,PubElem,1801 Aspen Dr,1832881,,SCHOOL DIST #21       ,Mount Prospect
1089291.3835,1958732.03575,360,Saint John Lutheran School,School,PrivSchool,1001 Linneman Rd,,,ST JOHN LUTHERN CHURCH,Mount Prospect
1087362.77525,1958300.316,361,Robert Frost Elementary School,School,PubElem,1308 Cypress Dr,1832880,,SCHOOL DIST #59       ,Mount Prospect
1099210.1495,1983048.171,362,Alexander Graham Bell Montessori School,School,PrivSchool,9600 Capitol Dr,,,AG Bell Montisorri School,Wheeling
1098812.38125,1984036.66825,363,East Capitol School,School,PrivSchool,5110 Capitol Dr,,Special Education,,Wheeling
1111604.81825,1993675.06725,364,Center on Deafness,School,PrivSchool,755 Huehl Rd,,,CENTER ON DEAFNESS    ,Northbrook
1110257.1345,1995223.84525,365,Hickory Point Elementary School,School,PubElem,500 Laburnum Dr,1832982,,SCHOOL DIST #27       ,Northbrook
1075250.6785,1946549.564,366,Elk Grove High School,School,PubHigh,500 W Elk Grove Blvd,1826259,,SCHOOL DIST #214      ,Elk Grove Village
1076378.7055,1945421.16925,367,Queen of the Rosary School,School,PrivSchool,690 W Elk Grove Blvd,2035676,,CATHOLIC BISHOP CHGO  ,Elk Grove Village
1077297.738,1945545.21125,368,Grove Junior High School,School,PubElem,777 W Elk Grove Blvd,1829896,,SCHOOL DIST #59       ,Elk Grove Village
1060352.12375,1946223.879,369,Margaret Mead Junior High School,School,PubElem,1765 Biesterfield Rd,1831015,,SCHOOL DIST #54       ,Elk Grove Village
1064174.606,1944957.2295,370,Adolph Link Elementary School,School,PubElem,900 W Glenn Trl,1737765,,SCHOOL DIST #54       ,Elk Grove Village
1063969.944,1942194.8615,371,Adlai Stevenson Elementary School,School,PubElem,1414 Armstrong Ln,2030158,,SCHOOL DIST # 54      ,Elk Grove Village
1078831.3605,1950429.895,372,Rupley Elementary School,School,PubElem,305 Oakton St,417044,,SCHOOL DIST #59       ,Elk Grove Village
1077792.906,1942773.12025,373,Clearmont Elementary School,School,PubElem,280 Clearmont Dr,406233,,SCHOOL DIST #59       ,Elk Grove Village
1075033.28475,1943875.7375,374,Salt Creek Elementary School,School,PubElem,65 Kennedy Blvd,417901,,SCHOOL DIST #59       ,Elk Grove Village
1077459.147,1946424.29625,375,Ridge Family Center for Learning,School,PubSchool,640 Ridge Ave,416642,,SCHOOL DIST #59       ,Elk Grove Village
1072342.26625,1941461.112,376,Admiral Richard E Byrd Elementary School,School,PubElem,265 Wellington Ave,1737365,,SCHOOL DIST # 59      ,Elk Grove Village
