school_id,school_name,district,county,school_type,grades_served,year,y_ela_prof,y_math_prof,y_chronic_abs,y_grad_4yr,Latitude,Longitude
50160350022001,West School,Glencoe SD 35,Cook,ELEMENTARY, 3 4,2019,65.3,76.2,7.0,,42.137118,-87.776567
50160350022002,South Elem School,Glencoe SD 35,Cook,ELEMENTARY,PK K 1 2,2019,,,7.4,,42.12419,-87.75117
50160360020000,,Winnetka SD 36,,,,2019,71.9,72.2,5.7,95.3,,
50160360021005,Carleton W Washburne School,Winnetka SD 36,Cook,MIDDLE SCHL, 7 8,2019,79.7,77.8,10.9,,42.10531,-87.75062
50160360022001,Crow Island Elem School,Winnetka SD 36,Cook,ELEMENTARY, 1 2 3 4,2019,61.7,76.0,3.0,,42.1000802,-87.7460819
50160360022002,Greeley Elem School,Winnetka SD 36,Cook,ELEMENTARY, K 1 2 3 4,2019,72.9,90.1,1.0,,42.098374,-87.7212244
50160360022003,Hubbard Woods Elem School,Winnetka SD 36,Cook,ELEMENTARY, K 1 2 3 4,2019,52.5,55.1,0.4,,42.1141133,-87.7457993
50160360022004,The Skokie School,Winnetka SD 36,Cook,ELEMENTARY, 5 6,2019,73.6,63.2,6.0,,42.10528,-87.74711
50160370020000,,Avoca SD 37,,,,2019,77.6,71.7,4.6,,,
50160370021001,Marie Murphy School,Avoca SD 37,Cook,MIDDLE SCHL,PK 6 7 8,2019,78.2,74.2,7.0,,42.084186,-87.748094
50160370022003,Avoca West Elem School,Avoca SD 37,Cook,ELEMENTARY, K 1 2 3 4 5,2019,76.9,69.2,6.1,,42.076582,-87.765684
50160380020000,,Kenilworth SD 38,,,,2019,72.9,73.7,6.8,,,
50160380022001,The Joseph Sears School,Kenilworth SD 38,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2019,72.9,73.7,5.7,,42.0895684,-87.7174464
50160390020000,,Wilmette SD 39,,,,2019,65.4,62.7,8.0,85.8,,
50160390021008,Wilmette Junior High School,Wilmette SD 39,Cook,MIDDLE SCHL, 7 8,2019,66.4,60.4,9.6,,42.0749943,-87.7404088
50160390022002,Central Elem School,Wilmette SD 39,Cook,ELEMENTARY, K 1 2 3 4,2019,66.5,73.5,2.1,,42.0769656,-87.7012567
50160390022003,Harper Elem School,Wilmette SD 39,Cook,ELEMENTARY, K 1 2 3 4,2019,42.2,54.7,5.6,,42.0833156,-87.7362796
50160390022005,McKenzie Elem School,Wilmette SD 39,Cook,ELEMENTARY, K 1 2 3 4,2019,60.8,61.9,5.7,,42.0748128,-87.7131453
50160390022006,Romona Elem School,Wilmette SD 39,Cook,ELEMENTARY,PK K 1 2 3 4,2019,71.0,78.5,3.3,,42.0739385,-87.7462329
50160390022007,Highcrest Middle School,Wilmette SD 39,Cook,ELEMENTARY, 5 6,2019,69.0,60.2,4.8,,42.072784,-87.732056
50160540040000,,Schaumburg CCSD 54,,,,2019,56.2,54.2,20.9,,,
50160540041001,Jane Addams JHS,Schaumburg CCSD 54,Cook,MIDDLE SCHL, 4 5 6 7 8,2019,61.5,52.7,11.2,,42.012878,-88.12025
50160540041012,Robert Frost JHS,Schaumburg CCSD 54,Cook,MIDDLE SCHL, 7 8,2019,63.4,53.7,10.7,,42.005699,-88.088831
50160540041018,Dwight D Eisenhower JHS,Schaumburg CCSD 54,Cook,MIDDLE SCHL, 7 8,2019,71.0,47.5,13.5,,42.0262459,-88.0697036
50160540041019,Margaret Mead JHS,Schaumburg CCSD 54,Cook,MIDDLE SCHL, 7 8,2019,60.7,61.9,11.3,,42.028770228401,-88.080408789253
50160540041020,Helen Keller JHS,Schaumburg CCSD 54,Cook,MIDDLE SCHL, 6 7 8,2019,62.1,56.0,13.2,,42.024905856902,-88.077845052253
50160540042002,Buzz Aldrin Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,53.9,51.1,13.2,,42.012595,-88.095504
50160540042003,Neil Armstrong Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,39.6,44.4,13.2,,42.0503,-88.11674
50160540042005,Campanelli Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,66.1,74.5,4.7,,42.01964,-88.12045
50160540042006,Winston Churchill Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,47.6,53.2,14.1,,42.05503,-88.10007
50160540042007,Michael Collins Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,61.2,66.3,4.5,,42.01997,-88.06935
50160540042008,Everett Dirksen Elementary Sch,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,55.6,55.9,8.9,,42.0222789,-88.082618
50160540042009,Thomas Dooley Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,65.6,71.8,3.9,,42.014477,-88.105061
50160540042010,Fairview Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,64.4,66.3,7.4,,42.03947,-88.07118
50160540042011,Anne Fox Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,55.1,47.0,10.9,,42.00919,-88.13368
50160540042013,Hanover Highlands Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,40.8,39.0,14.5,,41.99892,-88.1398
50160540042015,Nathan Hale Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,59.3,62.8,9.9,,42.00503,-88.11146
50160540042018,Lakeview Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,53.1,52.0,16.6,,42.03919,-88.09452
50160540042019,MacArthur International Spanish Academy,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,36.8,46.6,9.3,,42.059764,-88.1073058
50160540042022,John Muir Literacy Academy,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,47.6,39.0,12.8,,42.0610114,-88.1250529
50160540042023,Adolph Link Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,53.6,59.1,10.5,,42.00642,-88.03924
50160540042026,Albert Einstein Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,47.4,44.0,12.4,,42.01475,-88.13591
50160540042027,Hoover Math and Science Academy,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,57.7,60.1,9.9,,42.032243,-88.118117
50160540042028,Adlai Stevenson Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,45.6,35.9,16.3,,41.99864,-88.04007
50160540042029,Frederick Nerge Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,51.4,53.7,7.7,,41.9967322,-88.0684809
50160540042030,Enders-Salk Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,41.4,36.8,9.3,,42.0328688,-88.1002467
50160540042031,Elizabeth Blackwell Elem School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,45.3,45.3,9.8,,42.031213,-88.131508
50160540042032,Lincoln Prairie School,Schaumburg CCSD 54,Cook,ELEMENTARY, K 1 2 3 4 5 6 7 8,2019,54.9,64.4,6.7,,42.06308,-88.03973
50160540043111,The District 54 Early Learning Center,Schaumburg CCSD 54,Cook,PreK,PK,2019,,,,,42.028714,-88.066744
50160570020000,,Mount Prospect SD 57,,,,2019,50.7,51.6,9.4,82.4,,
50160570021004,Lincoln Middle School,Mount Prospect SD 57,Cook,MIDDLE SCHL, 6 7 8,2019,52.0,52.9,9.5,,42.05955,-87.9475
50160570022002,Fairview Elem School,Mount Prospect SD 57,Cook,ELEMENTARY, 2 3 4 5,2019,47.6,46.4,6.0,,42.072327,-87.9465859
50160570022005,Lions Park Elem School,Mount Prospect SD 57,Cook,ELEMENTARY, 2 3 4 5,2019,51.6,55.1,5.0,,42.0563215,-87.9318448
50160570022008,Westbrook Early Learning Cntr,Mount Prospect SD 57,Cook,ELEMENTARY,PK K 1,2019,,,7.3,,42.052437,-87.966636
50160590040000,,Comm Cons SD 59,,,,2019,30.2,20.6,3.7,96.8,,
50160590041010,Grove Jr High School,Comm Cons SD 59,Cook,MIDDLE SCHL, 6 7 8,2019,25.7,14.3,16.8,,41.914951,-88.209481
50160590041012,Holmes Jr High School,Comm Cons SD 59,Cook,MIDDLE SCHL,PK 6 7 8,2019,31.8,19.6,17.9,,41.914951,-88.209481
50160590041016,Friendship Jr High School,Comm Cons SD 59,Cook,MIDDLE SCHL, 6 7 8,2019,39.6,28.5,10.2,,43.983344840643,-69.331688931022
50160590042001,Brentwood Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,30.9,21.0,16.6,,42.0456083,-87.9278532
50160590042002,Adm Richard E Byrd Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,18.3,15.9,7.2,,41.7425588,-87.7458097
50160590042003,Clearmont Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,43.3,26.6,15.0,,41.9999104,-87.988985
50160590042006,Devonshire School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,37.7,27.4,12.0,,42.02737,-87.92599
50160590042008,Forest View Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,40.3,31.7,18.8,,42.0545473,-87.9670277
50160590042009,Robert Frost Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,21.3,25.6,11.1,,42.099823,-87.898733
50160590042014,John Jay Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,20.9,13.8,15.6,,42.041098,-87.968456
50160590042016,Juliette Low Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,24.4,17.3,14.4,,42.0558745,-87.9875453
50160590042018,Rupley Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,17.5,9.3,19.2,,42.0217,-87.98507
50160590042019,Salt Creek Elem School,Comm Cons SD 59,Cook,ELEMENTARY, K 1 2 3 4 5,2019,20.3,10.4,10.7,,42.00305,-87.999332
50160590042020,Ridge Family Center for Learning,Comm Cons SD 59,Cook,ELEMENTARY,PK K 1 2 3 4 5,2019,43.8,41.4,9.6,,31.977711512,34.979217692
50160620040000,,CCSD 62,,,,2019,56.9,43.9,18.6,95.0,,
50160620041001,Algonquin Middle School,CCSD 62,Cook,MIDDLE SCHL, 6 7 8,2019,51.5,34.2,15.0,,42.1619501,-88.2820575
50160620041003,Chippewa Middle School,CCSD 62,Cook,MIDDLE SCHL, 6 7 8,2019,59.7,38.1,17.0,,42.0550597,-87.9078781
50160620042001,Iroquois Community School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5 6 7 8,2019,68.4,52.8,9.8,,42.0106013,-87.8785463
50160620042002,Central Elem School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5,2019,76.1,68.1,6.8,,40.385258,-90.1518
50160620042004,Cumberland Elem School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5,2019,71.1,65.3,10.2,,39.257522,-88.196523
50160620042005,Forest Elem School,CCSD 62,Cook,ELEMENTARY,PK K 1 2 3 4 5,2019,53.5,45.3,9.8,,42.028038,-87.905524
50160620042008,North Elementary School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5,2019,42.2,43.7,21.4,,39.3997839,-87.6993294
50160620042009,Orchard Place Elem School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5,2019,45.7,31.5,17.4,,29.602496780035,-95.969544428355
50160620042010,Plainfield Elem School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5,2019,51.7,43.7,13.4,,42.0191148,-87.9025412
50160620042011,South Elem School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5,2019,64.7,60.3,12.9,,42.020062,-87.885959
50160620042012,Terrace Elem School,CCSD 62,Cook,ELEMENTARY, K 1 2 3 4 5,2019,55.9,51.7,9.2,,42.0389376,-87.9178478
50160630020000,,East Maine SD 63,,,,2019,39.9,37.0,,77.8,,
50160630021003,Gemini Middle School,East Maine SD 63,Cook,MIDDLE SCHL, 7 8,2019,41.4,33.0,17.1,,42.04271,-87.83933
50160630022006,V H Nelson Elem School,East Maine SD 63,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,35.7,35.4,11.6,,42.04364,-87.82062
50160630022008,Stevenson School,East Maine SD 63,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,40.7,40.2,20.6,,46.1234,-68.2648
50160630022009,Mark Twain Elem School,East Maine SD 63,Cook,ELEMENTARY, K 1 2 3 4 5 6,2019,34.4,37.4,11.4,,43.527566,-96.7294116
50160630022010,Washington Elem School,East Maine SD 63,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2019,49.3,37.3,13.6,,42.05558,-87.8259
50160630022011,Melzer School,East Maine SD 63,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2019,57.3,55.9,8.8,,42.03336,-87.8834
50160630022012,Apollo Elem School,East Maine SD 63,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2019,26.9,31.6,15.2,,42.0642,-87.85757
50160640040000,,Park Ridge CCSD 64,,,,2019,59.1,55.5,13.4,97.0,,
50160640041006,Emerson Middle School,Park Ridge CCSD 64,Cook,MIDDLE SCHL, 6 7 8,2019,57.9,51.5,6.5,,42.0265676,-87.8334682
50160640041007,Lincoln Middle School,Park Ridge CCSD 64,Cook,MIDDLE SCHL, 6 7 8,2019,62.1,54.2,5.0,,42.007808,-87.843666
50160640042001,George B Carpenter Elem School,Park Ridge CCSD 64,Cook,ELEMENTARY, K 1 2 3 4 5,2019,70.5,65.3,3.3,,42.01503,-87.85062
50160640042004,Eugene Field Elem School,Park Ridge CCSD 64,Cook,ELEMENTARY, K 1 2 3 4 5,2019,50.0,52.2,3.4,,42.0210429,-87.8242502
50160640042005,Franklin Elementary School,Park Ridge CCSD 64,Cook,ELEMENTARY, K 1 2 3 4 5,2019,60.4,63.2,3.8,,42.031836,-87.857063
50160640042011,Theodore Roosevelt Elem School,Park Ridge CCSD 64,Cook,ELEMENTARY, K 1 2 3 4 5,2019,52.0,55.7,2.5,,41.9983,-87.83395
50160640042012,George Washington Elem School,Park Ridge CCSD 64,Cook,ELEMENTARY, K 1 2 3 4 5,2019,61.6,56.3,3.5,,42.005783,-87.846278
50160640043001,Jefferson School,Park Ridge CCSD 64,Cook,PreK,PK,2019,,,,,32.7062063,-103.1494231
50160650040000,,Evanston CCSD 65,,,,2019,43.5,44.9,4.1,,,
50160650041002,Chute Middle School,Evanston CCSD 65,Cook,MIDDLE SCHL, 6 7 8,2019,30.4,22.6,14.5,,42.0262404,-87.6916711
50160650041007,Haven Middle School,Evanston CCSD 65,Cook,MIDDLE SCHL, 6 7 8,2019,44.9,49.2,11.2,,42.0615639,-87.6978951
50160650041012,Nichols Middle School,Evanston CCSD 65,Cook,MIDDLE SCHL, 6 7 8,2019,38.5,38.9,15.3,,42.037241,-87.6827685
50160650042004,Dawes Elementary School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,30.9,32.6,10.7,,42.025687,-87.700135
50160650042005,Dewey Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,54.2,55.3,9.7,,42.045773,-87.691215
50160650042009,Lincoln Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,54.5,56.1,12.6,,42.034553,-87.675699
50160650042010,Lincolnwood Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,50.2,55.4,9.5,,42.0601486,-87.7094566
50160650042014,Oakton Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,27.2,28.6,13.0,,42.0261949,-87.6861704
50160650042015,Orrington Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,58.1,68.9,4.1,,42.065652,-87.679855
50160650042019,Walker Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,47.0,53.5,8.2,,42.0475552,-87.7185361
50160650042020,Washington Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,49.8,50.7,6.0,,35.519838268072,-77.004222271653
50160650042021,Willard Elem School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,52.0,61.5,6.8,,42.066873,-87.717023
50160650042022,Dr ML King Jr Literary & Fine Arts Sch,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5 6 7 8,2019,34.3,33.7,9.3,,42.0436898,-87.7080891
50160650042023,Kingsley Elementary School,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5,2019,63.3,60.9,8.6,,42.06,-87.69594
50160650042024,Dr Bessie Rhodes Sch Global Studies,Evanston CCSD 65,Cook,ELEMENTARY, K 1 2 3 4 5 6 7 8,2019,31.6,33.3,9.0,,42.0521566,-87.6878665
50160650043020,Joseph E Hill Education Center,Evanston CCSD 65,Cook,PreK,PK,2019,,,,,42.0521566,-87.6878665
50160670020000,,Golf ESD 67,,,,2019,53.7,54.4,16.1,78.4,,
50160670021002,Golf Middle School,Golf ESD 67,Cook,MIDDLE SCHL, 5 6 7 8,2019,57.9,53.2,10.3,,42.05253,-87.79867
50160670022003,Hynes Elem School,Golf ESD 67,Cook,ELEMENTARY,PK K 1 2 3 4,2019,44.4,57.0,8.4,,42.04546,-87.80326
50160680020000,,Skokie SD 68,,,,2019,36.7,34.3,5.8,,,
50160680021002,Old Orchard Jr High School,Skokie SD 68,Cook,MIDDLE SCHL,PK 6 7 8,2019,36.5,37.4,9.6,,42.026307,-87.754692
50160680022001,Devonshire Elem School,Skokie SD 68,Cook,ELEMENTARY, K 1 2 3 4 5,2019,25.7,21.6,13.3,,42.0451048,-87.7378356
50160680022004,Jane Stenson School,Skokie SD 68,Cook,ELEMENTARY, K 1 2 3 4 5,2019,44.0,37.3,8.8,,42.0485065,-87.7584175
50160680022005,Highland Elementary School,Skokie SD 68,Cook,ELEMENTARY, K 1 2 3 4 5,2019,40.1,32.5,8.1,,42.0574971,-87.7281863
50160690020000,,Skokie SD 69,,,,2019,34.2,33.8,7.5,93.5,,
50160690021003,Lincoln Jr High School,Skokie SD 69,Cook,MIDDLE SCHL, 6 7 8,2019,35.2,31.3,10.4,,41.340087,-89.096739
50160690022001,Thomas Edison Elem School,Skokie SD 69,Cook,ELEMENTARY, 3 4 5,2019,33.2,36.1,10.3,,42.0301206,-87.7653547
50160690022004,Madison Elem School,Skokie SD 69,Cook,ELEMENTARY,PK K 1 2,2019,,,15.8,,42.0323387,-87.7553553
50160700020000,,Morton Grove SD 70,,,,2019,52.3,49.2,11.2,94.9,,
50160700022003,Park View Elem School,Morton Grove SD 70,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2019,52.3,49.2,9.6,,42.0453929,-87.7813136
50160710020000,,Niles ESD 71,,,,2019,61.6,48.0,10.4,94.0,,
50160710022001,Clarence E Culver School,Niles ESD 71,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2019,61.6,48.0,3.9,,42.0259,-87.7993
50160720020000,,Fairview SD 72,,,,2019,69.3,48.5,7.3,,,
50160720022002,Fairview South Elementary School,Fairview SD 72,Cook,ELEMENTARY, K 1 2 3 4 5 6 7 8,2019,69.3,48.5,7.4,,42.072327,-87.9465859
50160730020000,,East Prairie SD 73,,,,2019,59.3,46.7,8.6,,,
50160730022001,East Prairie Elem School,East Prairie SD 73,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2019,59.3,46.7,7.7,,36.778498,-89.376407
50160735020000,,Skokie SD 73-5,,,,2019,56.7,51.5,19.4,,,
50160735021003,Oliver McCracken Middle School,Skokie SD 73-5,Cook,MIDDLE SCHL, 6 7 8,2019,46.7,43.4,5.8,,42.0270165,-87.7266386
50160735022002,John Middleton Elem School,Skokie SD 73-5,Cook,ELEMENTARY, 1 2 3 4 5,2019,67.0,60.1,6.4,,42.0321892,-87.716119
50160735022003,Elizabeth Meyer School,Skokie SD 73-5,Cook,ELEMENTARY,PK K,2019,,,,,42.0285,-87.7345
50160740020000,,Lincolnwood SD 74,,,,2019,57.0,43.6,19.5,,,
50160740021001,Lincoln Hall Middle School,Lincolnwood SD 74,Cook,MIDDLE SCHL, 6 7 8,2019,58.7,44.0,9.4,,42.0056755,-87.7283734
50160740022003,Rutledge Hall Elem School,Lincolnwood SD 74,Cook,ELEMENTARY, 3 4 5,2019,54.9,43.1,11.4,,42.0057174,-87.7264089
50160740022004,Todd Hall Elem School,Lincolnwood SD 74,Cook,ELEMENTARY,PK K 1 2,2019,,,11.8,,42.00716,-87.72757
50162020170000,,Evanston Twp HSD 202,,,,2019,52.1,49.4,40.6,77.1,,
50162020170001,Evanston Twp High School,Evanston Twp HSD 202,Cook,HIGH SCHOOL, 9 10 11 12,2019,52.1,49.4,24.3,92.0,42.04642,-87.70061
50162030170000,,New Trier Twp HSD 203,,,,2019,81.1,80.0,13.4,93.5,,
50162030170001,New Trier Township H S Winnetka,New Trier Twp HSD 203,Cook,HIGH SCHOOL, 10 11 12,2019,81.1,80.0,10.8,98.2,42.10114,-87.74444
50162030170002,New Trier Township H S Northfield,New Trier Twp HSD 203,Cook,HIGH SCHOOL,9,2019,,,5.7,,42.0901,-87.7647
50162070170000,,Maine Township HSD 207,,,,2019,45.6,46.8,10.3,91.3,,
50162070170001,Maine East High School,Maine Township HSD 207,Cook,HIGH SCHOOL, 9 10 11 12,2019,35.0,34.1,27.1,85.8,42.03798,-87.85533
50162070170003,Maine South High School,Maine Township HSD 207,Cook,HIGH SCHOOL, 9 10 11 12,2019,62.4,64.3,17.1,94.1,42.00086,-87.85284
50162070170004,Maine West High School,Maine Township HSD 207,Cook,HIGH SCHOOL, 9 10 11 12,2019,34.4,36.9,28.9,88.5,42.02114,-87.90673
50162110170000,,Township HSD 211,,,,2019,46.3,52.9,14.6,94.7,,
50162110170001,J B Conant High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2019,49.3,57.9,8.0,97.7,42.03642,-88.06285
50162110170002,Wm Fremd High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2019,61.1,69.4,5.7,96.3,32.000835,-102.085861
50162110170003,Palatine High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2019,37.6,38.1,14.9,89.6,42.095745275618,-88.0384910644
50162110170004,Schaumburg High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2019,42.9,52.2,8.3,93.2,42.028303,-88.1071165
50162110170006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2019,37.3,44.4,12.5,94.1,42.030349248804,-88.09260571175
50162140170000,,Township HSD 214,,,,2019,48.5,52.2,3.2,,,
50162140170002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,36.2,36.2,12.7,91.0,31.977711512,34.979217692
50162140170004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,64.7,66.7,7.3,93.5,42.1027523,-87.9594102
50162140170005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,63.8,69.2,8.0,96.9,42.07919,-87.95035
50162140170006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,30.0,29.3,14.0,91.2,42.12614,-87.9384
50162140170007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,44.4,47.3,13.7,89.9,42.0663253,-88.0161362
50162140170008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2019,47.9,59.5,11.5,90.9,42.14104,-87.99833
50162190170000,,Niles Twp HSD 219,,,,2019,46.2,45.8,9.9,,,
50162190170002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2019,46.8,44.2,19.1,90.3,42.05975,-87.75395
50162190170003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2019,45.8,47.0,18.4,93.7,42.02503,-87.77089
50162250170000,,Northfield Twp HSD 225,,,,2019,67.2,69.2,14.3,86.7,,
50162250170001,Glenbrook North High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2019,70.8,72.4,11.1,96.4,42.11142,-87.83312
50162250170002,Glenbrook South High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2019,64.9,67.2,14.3,96.1,42.08892,-87.85145
60160780020000,,Rosemont ESD 78,,,,2019,42.2,46.1,6.9,,,
60160780022001,Rosemont Elem School,Rosemont ESD 78,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2019,42.2,46.1,4.7,,41.9956717,-87.8621634
60160790020000,,Pennoyer SD 79,,,,2019,48.8,42.8,5.3,97.5,,
60160790022001,Pennoyer Elem School,Pennoyer SD 79,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2019,48.8,42.8,11.6,,41.974329,-87.837627
60160800020000,,Norridge SD 80,,,,2019,47.5,38.4,16.0,89.7,,
60160800021001,J Giles Elem School,Norridge SD 80,Cook,MIDDLE SCHL, 5 6 7 8,2019,48.4,34.1,44.8,,41.957538,-87.816467
60160800022002,J Leigh Elem School,Norridge SD 80,Cook,ELEMENTARY,PK K 1 2 3 4,2019,45.9,46.3,7.2,,41.9653345,-87.8312704
60160810020000,,Schiller Park SD 81,,,,2019,38.7,31.6,25.3,81.4,,
60160810021001,Lincoln Middle School,Schiller Park SD 81,Cook,MIDDLE SCHL, 6 7 8,2019,44.3,25.4,13.2,,41.95281,-87.86923
60160810022001,John F Kennedy Elem School,Schiller Park SD 81,Cook,ELEMENTARY,PK K 1 2 3,2019,40.3,53.7,11.6,,41.9499957,-87.8770749
60160810022003,Washington Elem School,Schiller Park SD 81,Cook,ELEMENTARY, 4 5,2019,30.5,29.2,7.5,,41.967019,-87.868135
60160830020000,,Mannheim SD 83,,,,2019,31.0,18.4,,97.1,,
60160830021003,Mannheim Middle School,Mannheim SD 83,Cook,MIDDLE SCHL, 6 7 8,2019,31.3,15.4,15.6,,40.1755853,-76.3872404
60160830022002,Scott Elementary School,Mannheim SD 83,Cook,ELEMENTARY, K 1 2 3 4 5,2019,27.2,21.3,10.0,,41.9204394,-87.8752288
60160830022004,Roy Elem School,Mannheim SD 83,Cook,ELEMENTARY, K 1 2 3 4 5,2019,32.2,22.2,13.0,,41.9190246,-87.8984081
60160830022005,Westdale Elem School,Mannheim SD 83,Cook,ELEMENTARY, K 1 2 3 4 5,2019,32.1,22.0,14.7,,41.9283145,-87.9073189
60160830023002,Mannheim Early Childhood Center,Mannheim SD 83,Cook,,PK K,2019,,,,,41.9285,-87.9074
60160840020000,,Franklin Park SD 84,,,,2019,44.4,39.8,10.1,89.3,,
60160840021002,Hester Jr High School,Franklin Park SD 84,Cook,MIDDLE SCHL, 6 7 8,2019,42.0,28.3,14.5,,41.9300214,-87.8666074
60160840022003,North Elem School,Franklin Park SD 84,Cook,ELEMENTARY,PK K 1 2 3 4 5,2019,43.5,46.1,3.6,,41.9387791,-87.8634078
60160840022004,Dan H Pietrini Elem School,Franklin Park SD 84,Cook,ELEMENTARY,PK K 1 2 3 4 5,2019,44.2,38.9,5.8,,41.9226,-87.8692
