school_id,school_name,district,county,school_type,grades_served,year,y_ela_prof,y_math_prof,y_chronic_abs,y_grad_4yr,Latitude,Longitude
15-016-2990-25-244C,Moving Everest Charter School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,24.4,12.6,42.7,,41.9925538,-87.6639278
15-016-2990-25-2451,Sheridan Elem Math & Science Acad,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,75.1,70.1,9.4,,41.8442,-87.641
15-016-2990-25-2452,Mireles Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,18.5,6.0,44.0,,41.9925538,-87.6639278
15-016-2990-25-2453,Sherman Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22.3,10.8,34.8,,41.9925538,-87.6639278
15-016-2990-25-2454,Sherwood Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,23.7,14.2,38.1,,41.9925538,-87.6639278
15-016-2990-25-2455,Shields Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 4,2025,26.5,21.5,26.8,,41.9925538,-87.6639278
15-016-2990-25-2456,Shoesmith Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 6,2025,32.9,18.4,51.6,,41.9925538,-87.6639278
15-016-2990-25-2457,Shoop Math-Sci Tech Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30.2,13.0,40.6,,41.9925538,-87.6639278
15-016-2990-25-2458,Skinner Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,76.3,69.7,22.0,,41.9925538,-87.6639278
15-016-2990-25-2459,Smyser Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,42.6,27.3,37.4,,41.9925538,-87.6639278
15-016-2990-25-245C,KIPP Chicago Charter School - KIPP One Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,31.8,20.9,13.8,,41.9925538,-87.6639278
15-016-2990-25-2460,Smyth  J Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,14.8,,47.4,,41.9925538,-87.6639278
15-016-2990-25-2461,Solomon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,56.5,41.5,28.1,,41.9925538,-87.6639278
15-016-2990-25-2462,Spencer Technology Acad Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.6,13.1,53.7,,41.9925538,-87.6639278
15-016-2990-25-2464,Stagg Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,20.3,12.4,53.7,,41.9925538,-87.6639278
15-016-2990-25-2465,Stevenson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,37.6,21.2,41.2,,41.9925538,-87.6639278
15-016-2990-25-2468,Stone Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,79.0,52.1,16.3,,41.9925538,-87.6639278
15-016-2990-25-2469,Spry Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,21.3,8.6,43.3,,41.9925538,-87.6639278
15-016-2990-25-246C,CICS - Bucktown Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,31.5,20.7,38.9,,41.9925538,-87.6639278
15-016-2990-25-2472,Stowe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22.4,12.9,40.0,,41.9925538,-87.6639278
15-016-2990-25-2474,Sullivan Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,20.7,5.6,55.7,,41.9925538,-87.6639278
15-016-2990-25-2475,Sumner Elem Math & Sci Comm Acad,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,52.6,29.8,32.2,,41.9925538,-87.6639278
15-016-2990-25-2476,Sutherland Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,51.3,31.5,18.2,,41.9925538,-87.6639278
15-016-2990-25-2477,Swift Elem Specialty School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,36.5,24.5,27.4,,41.9925538,-87.6639278
15-016-2990-25-2478,Talcott Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,32.3,23.7,32.2,,41.9925538,-87.6639278
15-016-2990-25-2479,Tanner Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,20.5,,51.5,,41.9925538,-87.6639278
15-016-2990-25-247C,CICS - Longwood Campus,Chicago Public Schools District 299,Cook,Elementary School,12-Mar,2025,21.9,8.5,54.6,85.3,41.9925538,-87.6639278
15-016-2990-25-2480,Taylor Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.8,15.9,34.9,,41.9925538,-87.6639278
15-016-2990-25-2484,Thorp  J N Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.0,7.3,53.1,,41.9925538,-87.6639278
15-016-2990-25-2486,Thorp  O A Elem Scholastic Acad,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,65.3,50.4,16.5,,41.9925538,-87.6639278
15-016-2990-25-2487,Tilton Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16.2,,48.0,,41.9925538,-87.6639278
15-016-2990-25-2488,Monarcas Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,47.7,37.5,27.3,,41.9925538,-87.6639278
15-016-2990-25-248C,CICS - Prairie Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,27.9,15.9,39.3,,41.9925538,-87.6639278
15-016-2990-25-2490,Twain Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,61.0,32.1,26.5,,41.9925538,-87.6639278
15-016-2990-25-2491,Vanderpoel Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,43.1,10.2,14.1,,41.9925538,-87.6639278
15-016-2990-25-2492,Lavizzo Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.5,6.3,48.5,,41.9925538,-87.6639278
15-016-2990-25-2494,Volta Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22.2,16.9,27.4,,41.9925538,-87.6639278
15-016-2990-25-2497,Wacker Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,31.3,15.7,21.2,,41.9925538,-87.6639278
15-016-2990-25-2498,Wadsworth Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,27.1,8.4,48.1,,41.9925538,-87.6639278
15-016-2990-25-249C,CICS - Washington Pk Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,53.2,28.1,41.6,,41.784167,-87.621247
15-016-2990-25-2500,Walsh Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30.5,23.4,48.8,,41.9925538,-87.6639278
15-016-2990-25-2501,Ward  J Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,62.6,63.3,7.9,,41.9925538,-87.6639278
15-016-2990-25-2502,Warren Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,35.2,10.4,38.1,,41.9925538,-87.6639278
15-016-2990-25-2503,Washington  G Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,61.7,31.6,28.8,,41.9925538,-87.6639278
15-016-2990-25-2504,Waters Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,68.9,63.8,14.3,,41.9925538,-87.6639278
15-016-2990-25-2505,Webster Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,32.4,40.0,30.7,,41.9925538,-87.6639278
15-016-2990-25-2506,Wentworth Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,14.0,5.2,54.4,,41.9925538,-87.6639278
15-016-2990-25-2507,Westcott Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,18.7,6.8,43.6,,41.9925538,-87.6639278
15-016-2990-25-2510,Pritzker Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,78.4,67.0,16.6,,41.9925538,-87.6639278
15-016-2990-25-2512,Whistler Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.8,13.9,33.8,,41.9925538,-87.6639278
15-016-2990-25-2513,Whitney Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,27.1,15.8,36.6,,41.9925538,-87.6639278
15-016-2990-25-2514,Whittier Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16.9,12.4,40.6,,41.9925538,-87.6639278
15-016-2990-25-2516,Wildwood Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,67.5,65.5,15.1,,41.9925538,-87.6639278
15-016-2990-25-251C,CICS - West Belden Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,34.0,21.2,18.9,,41.9925538,-87.6639278
15-016-2990-25-2521,Woodson South Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22.8,5.8,57.7,,41.9925538,-87.6639278
15-016-2990-25-2525,Young Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22.6,7.8,50.0,,41.9925538,-87.6639278
15-016-2990-25-252C,CICS - Avalon/South Shore,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,59.3,35.9,27.6,,41.7625303,-87.5762132
15-016-2990-25-2542,Yates Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,23.2,12.8,42.2,,41.9925538,-87.6639278
15-016-2990-25-254C,CICS - Irving Park Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,51.3,32.6,21.4,,41.9925538,-87.6639278
15-016-2990-25-255C,CICS - Loomis Primary Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 2,2025,,,46.8,,41.9925538,-87.6639278
15-016-2990-25-258C,Univ of Chicago Chtr-Nth Kenwood,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,41.4,34.9,29.4,,41.9925538,-87.6639278
15-016-2990-25-2597,Hernandez Middle School,Chicago Public Schools District 299,Cook,Elementary School,8-Jun,2025,31.9,17.9,28.5,,41.9925538,-87.6639278
15-016-2990-25-259C,Acero Chtr Sch Network - Octavio Paz Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,26.7,28.0,28.8,,41.9925538,-87.6639278
15-016-2990-25-2603,Dirksen Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,50.3,49.5,31.1,,41.9925538,-87.6639278
15-016-2990-25-2605,Depriest Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,10.9,,57.0,,41.9925538,-87.6639278
15-016-2990-25-260C,Acero Chtr Sch Network - Rufino Tamayo Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,54.3,27.3,18.0,,41.9925538,-87.6639278
15-016-2990-25-2617,Cuffe Math-Sci Tech Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30.8,9.5,38.0,,41.9925538,-87.6639278
15-016-2990-25-2618,Foster Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.0,11.8,34.9,,41.9925538,-87.6639278
15-016-2990-25-261C,Acero Chtr Sch Network - Carlos Fuentes  Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,26.1,15.0,33.3,,41.9925538,-87.6639278
15-016-2990-25-2620,Hughes L Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.7,5.5,54.8,,41.9925538,-87.6639278
15-016-2990-25-2622,Grissom Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,54.9,18.9,21.2,,41.9925538,-87.6639278
15-016-2990-25-262C,Acero Chtr Sch Network - Bartolome de las Casas Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,24.0,9.1,39.4,,31.977711512,34.979217692
15-016-2990-25-2634,McNair Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,19.1,12.1,31.4,,41.9925538,-87.6639278
15-016-2990-25-2636,Hay Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.6,14.0,40.4,,41.9925538,-87.6639278
15-016-2990-25-2637,Cullen Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,37.6,15.2,19.7,,41.9925538,-87.6639278
15-016-2990-25-263C,Acero Chtr Sch Network - Officer Donald J Marquez  Elem,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,24.3,16.4,27.6,,31.977711512,34.979217692
15-016-2990-25-264C,Acero Chtr Sch Network - SPC Daniel Zizumbo Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,39.7,17.5,29.1,,31.977711512,34.979217692
15-016-2990-25-266C,Acero Chtr Sch Network- Sandra Cisneros Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,26.1,9.9,29.7,,41.9925538,-87.6639278
15-016-2990-25-267C,Acero Chtr Sch Network - Esmeralda Santiago Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,34.3,23.1,11.4,,-33.17952,-70.65592
15-016-2990-25-268C,Acero Chtr Sch Newtwork - Roberto Clemente Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,30.1,12.1,33.0,,41.9925538,-87.6639278
15-016-2990-25-2700,Clark  G R Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,43.6,19.2,22.7,,41.9925538,-87.6639278
15-016-2990-25-2703,Lee Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,44.8,36.4,35.1,,41.9925538,-87.6639278
15-016-2990-25-2704,Langford A Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.0,10.7,37.0,,41.9925538,-87.6639278
15-016-2990-25-2706,Salazar Elem Bilingual Center,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,27.3,16.8,47.3,,41.9016,-87.6339
15-016-2990-25-270C,Acero Chtr Sch Network - Brighton Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,29.2,13.1,25.4,,41.9925538,-87.6639278
15-016-2990-25-2714,Leland Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16.6,6.4,17.8,,41.9925538,-87.6639278
15-016-2990-25-2724,Robinson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 3,2025,,,62.0,,41.9925538,-87.6639278
15-016-2990-25-2726,Hanson Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.2,23.6,35.6,,41.9925538,-87.6639278
15-016-2990-25-2729,White Elem Career Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,41.8,,42.9,,41.9925538,-87.6639278
15-016-2990-25-272C,LEARN Charter Excel Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6,2025,52.8,40.3,23.8,,41.9925538,-87.6639278
15-016-2990-25-2737,McDowell Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,41.4,22.4,17.3,,41.9925538,-87.6639278
15-016-2990-25-2739,Keller Elem Gifted Magnet School,Chicago Public Schools District 299,Cook,Elementary School,8-Jan,2025,96.4,92.8,4.5,,41.6975,-87.697
15-016-2990-25-273C,LEARN Chtr-Campbell Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6,2025,43.5,34.1,17.1,,41.9925538,-87.6639278
15-016-2990-25-2743,Earhart Elem Opt for Knowl School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,66.7,37.1,14.9,,41.7264,-87.5829
15-016-2990-25-274C,LEARN Chtr - South Chicago Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,38.8,29.5,20.5,,41.9925538,-87.6639278
15-016-2990-25-275C,LEARN Chtr -  Hunter Perkins Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,49.3,21.5,23.3,,41.9925538,-87.6639278
15-016-2990-25-2766,Till Elem Math & Science Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,10.8,,61.8,,41.775553,-87.609085
15-016-2990-25-2767,Ward  L Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16.0,,46.2,,41.9925538,-87.6639278
15-016-2990-25-2768,Smith  W Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,26.4,8.7,22.7,,41.9925538,-87.6639278
15-016-2990-25-276C,LEARN Chtr - 7th Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 5,2025,24.3,23.2,16.6,,41.9925538,-87.6639278
15-016-2990-25-2773,Garvey  M Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,35.9,9.6,31.9,,41.9925538,-87.6639278
15-016-2990-25-2775,Joplin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,38.0,22.2,40.9,,41.9925538,-87.6639278
15-016-2990-25-277C,CICS - Basil Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,55.3,30.6,33.7,,41.9925538,-87.6639278
15-016-2990-25-2783,Cardenas Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,49.9,30.7,27.4,,41.9925538,-87.6639278
15-016-2990-25-2785,Powell Elem Paideia Comm Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30.0,7.9,45.0,,41.9925538,-87.6639278
15-016-2990-25-278C,CICS - Wrightwood,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,28.0,7.7,36.3,,41.9925538,-87.6639278
15-016-2990-25-2799,Curtis Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.4,8.9,61.2,,41.9925538,-87.6639278
15-016-2990-25-2800,Beasley Elem Magnet Academic Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,46.5,27.9,35.0,,41.9925538,-87.6639278
15-016-2990-25-2802,Mays Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.7,7.4,55.1,,41.9925538,-87.6639278
15-016-2990-25-2804,Metcalfe Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,19.7,11.9,23.4,,41.9925538,-87.6639278
15-016-2990-25-2805,Decatur Classical Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,95.7,96.5,10.0,,41.9925538,-87.6639278
15-016-2990-25-2806,Kanoon Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,21.0,11.0,44.5,,41.9925538,-87.6639278
15-016-2990-25-2807,Randolph Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.5,5.9,48.6,,41.9925538,-87.6639278
15-016-2990-25-2809,Poe Elem Classical School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,93.8,80.1,9.3,,41.9925538,-87.6639278
15-016-2990-25-280C,CICS - Bond Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6,2025,20.0,13.1,43.6,,41.9925538,-87.6639278
15-016-2990-25-2811,Gunsaulus Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,43.0,31.5,13.6,,41.9925538,-87.6639278
15-016-2990-25-281C,Univ of Chicago Chtr-Donoghue,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,43.0,25.6,36.3,,41.9925538,-87.6639278
15-016-2990-25-2823,Ninos Heroes Elem Academic Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,27.8,10.8,52.7,,18.152975278,-89.460305556
15-016-2990-25-2825,De Diego Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,21.0,10.7,60.5,,41.9925538,-87.6639278
15-016-2990-25-2826,Turner-Drew Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,48.9,36.0,25.1,,41.7257,-87.6305
15-016-2990-25-2828,Sabin Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.1,10.1,64.2,,41.9925538,-87.6639278
15-016-2990-25-2829,Maria Saucedo STEAM Magnet Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.8,13.3,39.9,,41.9925538,-87.6639278
15-016-2990-25-282C,KIPP Chicago Charters - Ascend Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,30.1,13.1,24.8,,41.8584146,-87.7218907
15-016-2990-25-2837,Daley Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,23.2,12.7,19.6,,41.9925538,-87.6639278
15-016-2990-25-2838,Madero Middle School,Chicago Public Schools District 299,Cook,Elementary School,8-Jun,2025,33.0,12.1,40.3,,41.9925538,-87.6639278
15-016-2990-25-283C,LEARN Chtr - Butler,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,37.2,30.7,22.5,,41.9925538,-87.6639278
15-016-2990-25-2842,Orozco Elem Fine Arts & Sciences,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,48.1,34.2,15.7,,41.8580122,-87.675053
15-016-2990-25-2844,Morton Elem Career Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,32.2,17.9,37.0,,41.9925538,-87.6639278
15-016-2990-25-284C,Acero Chtr Sch Network  - Jovita Idar Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,39.7,18.3,16.3,,41.9925538,-87.6639278
15-016-2990-25-2850,Albany Park Multicultural Elem,Chicago Public Schools District 299,Cook,Elementary School,8-Jul,2025,36.3,21.5,21.1,,41.9708,-87.7095
15-016-2990-25-2855,South Loop Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,75.8,56.9,18.0,,41.9925538,-87.6639278
15-016-2990-25-2856,Lenart Elem Regional Gifted Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,89.0,70.9,9.5,,41.7466,-87.6276
15-016-2990-25-285C,Acero Chtr Sch Network - PFC Omar E Torres Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,26.6,10.1,34.1,,41.9925538,-87.6639278
15-016-2990-25-2862,Casals Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,66.3,53.2,25.9,,41.9925538,-87.6639278
15-016-2990-25-2864,Perez Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,53.4,19.6,24.7,,41.9925538,-87.6639278
15-016-2990-25-2867,Ruiz Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,32.3,16.0,40.9,,41.9925538,-87.6639278
15-016-2990-25-2870,Brighton Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,35.1,16.2,28.2,,41.9925538,-87.6639278
15-016-2990-25-2873,Evergreen Academy Elem School,Chicago Public Schools District 299,Cook,Elementary School,8-Jun,2025,54.4,19.0,22.3,,41.9925538,-87.6639278
15-016-2990-25-2876,Carson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,46.8,30.9,17.2,,41.9925538,-87.6639278
15-016-2990-25-2877,McAuliffe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,21.7,14.6,40.2,,41.9925538,-87.6639278
15-016-2990-25-2878,Galileo Elem Math & Sci Schol Acd,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,66.6,45.8,19.1,,41.9925538,-87.6639278
15-016-2990-25-2881,Avondale - Logandale Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,39.7,18.7,32.3,,41.9347306,-87.7082007
15-016-2990-25-2886,Chavez Elem Multicultural Acad Ct,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,53.5,48.6,6.6,,41.807577,-87.665725
15-016-2990-25-2889,Jordan Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,28.8,24.0,21.8,,41.9925538,-87.6639278
15-016-2990-25-2892,Kellman Corporate Community Elem,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.6,,49.8,,41.8703,-87.7023
15-016-2990-25-2893,Finkl Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,26.0,13.2,47.6,,41.9925538,-87.6639278
15-016-2990-25-2895,Ariel Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.7,12.6,47.8,,41.8111105,-87.598305
15-016-2990-25-2896,Little Village Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,29.6,11.5,34.1,,41.83909,-87.714
15-016-2990-25-2897,Zapata Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,38.7,19.4,38.3,,41.9925538,-87.6639278
15-016-2990-25-2898,Ortiz De Dominguez Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 2,2025,,,37.4,,41.9925538,-87.6639278
15-016-2990-25-2900,Lara Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.5,9.7,44.0,,41.9925538,-87.6639278
15-016-2990-25-2901,Telpochcalli Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.1,15.4,44.2,,41.9925538,-87.6639278
15-016-2990-25-2902,Wells Preparatory Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,53.6,21.4,21.4,,41.8271,-87.6198
15-016-2990-25-2903,Woodlawn Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6,2025,39.0,12.2,47.8,,41.9925538,-87.6639278
15-016-2990-25-2904,Christopher Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,14.9,6.9,53.0,,41.9925538,-87.6639278
15-016-2990-25-2908,West Park Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.9,13.3,29.4,,41.9925538,-87.6639278
15-016-2990-25-2912,Marine Leadership Academy - Ames,Chicago Public Schools District 299,Cook,Elementary School,12-Jul,2025,22.8,10.4,59.2,90.0,41.9925538,-87.6639278
15-016-2990-25-2913,Fairfield Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.8,4.9,38.6,,41.9925538,-87.6639278
15-016-2990-25-2914,Sandoval Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,31.5,32.8,24.2,,41.9925538,-87.6639278
15-016-2990-25-2915,Northwest Middle School,Chicago Public Schools District 299,Cook,Elementary School,8-Jun,2025,22.5,7.5,39.6,,41.9925538,-87.6639278
15-016-2990-25-2916,Hampton Elem Fine & Perf Arts Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30.6,10.3,39.0,,41.9925538,-87.6639278
15-016-2990-25-2918,Colemon J Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,50.5,32.0,30.3,,41.9925538,-87.6639278
15-016-2990-25-2919,Columbia Explorers Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,59.3,37.7,18.4,,41.9925538,-87.6639278
15-016-2990-25-2920,Chicago Academy Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,56.9,33.8,25.8,,41.9925538,-87.6639278
15-016-2990-25-2921,Courtenay Elem Language Arts Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22.0,12.6,41.9,,41.958107,-87.671824
15-016-2990-25-2922,Ashburn Community Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,33.6,10.3,35.6,,41.9925538,-87.6639278
15-016-2990-25-2923,Belmont-Cragin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16.9,16.0,25.5,,41.9925538,-87.6639278
15-016-2990-25-2924,National Teachers Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,42.1,30.0,29.4,,41.8519,-87.6288
