NAME,median_household_income,zip_code,ZIP,TRACT,USPS_ZIP_PREF_CITY,USPS_ZIP_PREF_STATE,RES_RATIO,BUS_RATIO,OTH_RATIO,TOT_RATIO,county_fips
ZCTA5 60426,40995,60426,60426,17031827400,HARVEY,IL,0.14452734405045767,0.17408123791102514,0.13863404689092762,0.1457148215290367,17031
ZCTA5 60426,40995,60426,60426,17031826500,HARVEY,IL,0.0029997692485193446,0.009671179883945842,0.0020387359836901123,0.0033131212102269175,17031
ZCTA5 60426,40995,60426,60426,17031827300,HARVEY,IL,0.19444658103222828,0.22823984526112184,0.2420998980632008,0.20247546414952802,17031
ZCTA5 60426,40995,60426,60426,17031826902,HARVEY,IL,0.05422659795400354,0.0183752417794971,0.06676860346585117,0.053447521410264424,17031
ZCTA5 60426,40995,60426,60426,17031827100,HARVEY,IL,0.08653180524575033,0.05609284332688588,0.1564729867482161,0.09314246421203976,17031
ZCTA5 60426,40995,60426,60426,17031826901,HARVEY,IL,0.062302899776940236,0.08800773694390715,0.05759429153924567,0.06338688504094518,17031
ZCTA5 60426,40995,60426,60426,17031827500,HARVEY,IL,0.13568187062533651,0.22727272727272727,0.15902140672782875,0.14446458711008314,17031
ZCTA5 60428,53059,60428,60428,17031825503,MARKHAM,IL,0.0004095004095004095,0,0,0.00036927621861152144,17031
ZCTA5 60428,53059,60428,60428,17031824702,MARKHAM,IL,0.0004095004095004095,0,0,0.00036927621861152144,17031
ZCTA5 60428,53059,60428,60428,17031825600,MARKHAM,IL,0.480958230958231,0.5607476635514018,0.46153846153846156,0.486890694239291,17031
ZCTA5 60428,53059,60428,60428,17031825200,MARKHAM,IL,0,0.007009345794392523,0,0.0005539143279172822,17031
ZCTA5 60428,53059,60428,60428,17031827600,MARKHAM,IL,0.2540950040950041,0.1425233644859813,0.1346153846153846,0.2429837518463811,17031
ZCTA5 60428,53059,60428,60428,17031824800,MARKHAM,IL,0.0014332514332514332,0,0,0.001292466765140325,17031
ZCTA5 60428,53059,60428,60428,17031825501,MARKHAM,IL,0.0004095004095004095,0,0,0.00036927621861152144,17031
ZCTA5 60428,53059,60428,60428,17031824900,MARKHAM,IL,0.2536855036855037,0.2570093457943925,0.36538461538461536,0.2560930576070901,17031
ZCTA5 60428,53059,60428,60428,17031827400,MARKHAM,IL,0.0085995085995086,0.03271028037383177,0.038461538461538464,0.011078286558345642,17031
ZCTA5 60429,62231,60429,60429,17031828402,HAZEL CREST,IL,0.06928614277144571,0.07933884297520662,0.23636363636363636,0.0784800208931836,17031
ZCTA5 60429,62231,60429,60429,17031829902,HAZEL CREST,IL,0.10077984403119376,0.023140495867768594,0.03896103896103896,0.0915382606424654,17031
