school_id,school_name,district,county,school_type,grades_served
15-016-2990-25-0860,South Shore Intl Col Prep HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0861,Goode STEM Academy HS,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0863,Walter Henri Dyett High School for the Arts,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-0867,Englewood STEM High School,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-086C,Acero Chtr Sch Network Victoria Soto Campus,Chicago Public Schools District 299,Cook,High School,9 - 12
15-016-2990-25-101C,KIPP Academy Chicago Campus,Chicago Public Schools District 299,Cook,Middle/Junior High School,K - 8
15-016-2990-25-103C,KIPP Chicago Charters - Bloom Campus,Chicago Public Schools District 299,Cook,Middle/Junior High School,K - 8
15-016-2990-25-107C,Univ of Chicago Chtr-Woodlawn,Chicago Public Schools District 299,Cook,Middle/Junior High School,6 - 12
15-016-2990-25-109C,LEARN Chtr - Middle School,Chicago Public Schools District 299,Cook,Middle/Junior High School,6 - 8
15-016-2990-25-110C,ASPIRA Charter - Haugan Campus,Chicago Public Schools District 299,Cook,Middle/Junior High School,6 - 8
15-016-2990-25-111C,Art in Motion Charter School,Chicago Public Schools District 299,Cook,Middle/Junior High School,7 - 12
15-016-2990-25-2046,Jackson M Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2048,Green  W Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2051,Addams Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2052,Harriet Tubman Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2053,Alcott Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2054,Aldridge Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2058,Armour Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2059,Armstrong G Elem IntL Studies,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2062,Audubon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2063,Avalon Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2066,Barnard Elem Comp Math & Sci Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2067,Barry Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2068,Barton Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2069,Bass Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-206C,Locke A Elem Charter Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2070,Bateman Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2072,Nicholson Technology Acad Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2078,Beaubien Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2079,Beethoven Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2080,Beidler Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2081,Belding Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2082,Bell Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2083,Bennett Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2086,Black Magnet Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2087,Blaine Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2088,Bond Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2089,Mosaic School of Fine Arts,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2090,Bradwell Comm Arts & Sci Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2092,Haley Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2093,Brennemann Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2094,Brentano Elem Math & Science Acad,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2095,Bridge Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2096,Bright Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2097,William H Brown STEM Magnet Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2098,Brownell Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2100,Bouchet Elem Math & Science Acad,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2101,Budlong Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2102,Burbank Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2103,Burke Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2104,Burley Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2105,Burnham Elem Inclusive Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2107,Burnside Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2108,Burr Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2109,Burroughs Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2110,Brunson Math & Sci Specialty Elem,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2112,Byrne Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2113,Daisy Bates Academy of Social Justice,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2118,Cameron Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2119,Canty Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2120,Carnegie Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2122,Carroll Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2123,Carter Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2126,Cassell Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2127,Cather Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2128,Chalmers STEAM Elementary,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2129,Chappell Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2130,Chase Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2132,Clay Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2133,Cleveland Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2134,Clinton Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2135,Clissold Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2136,Coles Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2138,Ruth Bader Ginsburg Elementary,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2139,Cook Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2141,Coonley Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2142,Cooper Elem Dual Language Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2145,Corkery Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2147,Crown Elem Comm Acd Fine Arts Ctr,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2148,Darwin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2149,Davis N Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-214C,Asian Human Services -Passage Chrtr,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2150,Dawes Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2153,Deneen Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2154,Dett Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2155,Chopin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2158,Dever Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2159,Dewey Elem Academy of Fine Arts,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2160,Disney Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2161,Dixon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2167,Dore Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2169,Drake Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2172,Drummond Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2173,Dubois Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2175,Dulles Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2177,Dunne Technology Acad Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2179,Dvorak Technology Acad Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-217C,Chicago Math & Sci Elem Charter,Chicago Public Schools District 299,Cook,Elementary School,6 - 12
15-016-2990-25-2180,Earle Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2181,Eberhart Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2182,Ebinger Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2183,Edgebrook Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2184,Edison Elem Regional Gifted Cntr,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2185,Edwards Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2187,Ellington Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-218C,Namaste Elem Charter School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2190,Ericson Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2191,Esmond Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2192,Everett Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2193,Evers Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2194,Falconer Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2195,Faraday Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2198,Farnsworth Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-219C,Erie Elem Charter School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2202,Fernwood Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2203,Field Elem School,Chicago Public Schools District 299,Cook,Elementary School,5 - 8
15-016-2990-25-2204,Fiske Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2206,Fort Dearborn Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2207,Franklin Elem Fine Arts Center,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2209,James Farmer Jr. Elementary,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2210,Fulton Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2211,Funston Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2212,Gale Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2213,Gallistel Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2214,Garvy  J Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2215,Gary Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-221C,Legacy Elem Charter School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2220,Goethe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2222,Owens Community Academy ES,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2223,Goudy Technology Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2224,Graham  A Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2226,Gray Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2227,Greeley Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2229,Greene N Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2230,Gregory Math & Sci Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2231,Gresham Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2232,Grimes Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2235,Haines Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2236,Gillespie Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2239,Hale Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2240,Hamilton Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2241,Hamline Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2242,Hammond Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2244,Bret Harte Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2246,Harvard Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2247,Haugan Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2249,Hawthorne Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-224C,Providence-Englewood Elem Charter,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2252,Hayt Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2254,Healy Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2255,Hearst Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2256,Hedges Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2257,Hefferan Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2258,Henderson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2259,Hendricks Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2260,Henry Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2263,Herzl Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2265,Hibbard Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2266,Higgins Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2267,King Academy of Social Justice,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2268,Hitch Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2269,Holden Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-226C,Polaris Elem Charter Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2270,Holmes Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2273,Howe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2275,Hoyne Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2276,Hughes  C Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2280,Hurley Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2281,Irving Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2283,Chicago World Language Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2284,Jahn Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2285,Jamieson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2288,Jensen Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2289,Pilsen Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-228C,Catalyst Charter-Circle Rock ES,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2290,Johnson STEAM Elementary,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2292,Joseph Jungman STEM Magnet Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2293,Kellogg Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2294,Kershaw Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2296,Kilmer Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2299,Kinzie Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-229C,Academy for Global Citizenship,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2300,Kipling Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2303,Lozano Elem Bilingual & Intl Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2304,Kozminski Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2306,LaSalle Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2309,Lawndale Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-230C,Rowe Elementary,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2311,Lewis Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2313,Libby Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2314,Lincoln Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2315,Linne Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2316,Lloyd Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2317,Locke  J Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2319,Lovett Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2321,Lowell Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2323,Lyon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2324,Madison Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2326,Manierre Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2328,Mann Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-232C,Catalyst Charter - Maria ES,Chicago Public Schools District 299,Cook,Elementary School,K - 12
15-016-2990-25-2330,Marquette Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2331,Marsh Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2334,Mason Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2337,Mayer Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2339,Minnie Minoso Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-233C,Montessori of Englewood Chtr ES,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2341,McCormick Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5
15-016-2990-25-2344,McCutcheon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2345,McDade Elem Classical School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2346,McKay Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2349,McPherson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2352,Melody Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2353,Mitchell Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2354,Mollison Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2355,Logan Square Elementary,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2356,Moos Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2357,Morrill Elem Math & Sci School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2358,Inter-American Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-235C,Christopher House Chrt ES,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2361,Mount Greenwood Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2362,Mount Vernon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2363,Mozart Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2365,Murphy Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2366,Murray Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2367,Brown R Elem Community Acad,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2368,Nash Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2369,Neil Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-236C,Chicago Collegiate Charter School,Chicago Public Schools District 299,Cook,Elementary School,5 - 12
15-016-2990-25-2370,Nettelhorst Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2371,Newberry Elem Math & Science Acad,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2372,Carver Primary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2373,Nightingale Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2374,Nixon Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2375,Nobel Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2376,Norwood Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2380,Ogden Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2381,Oglesby Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2382,OKeeffe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2383,Onahan Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2384,Oriole Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2385,Piccolo Elem Specialty School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2386,Otis Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2387,OToole Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2389,Owen Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2391,Palmer Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2392,Parker Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2394,Park Manor Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2395,Parkside Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2396,Pasteur Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 4
15-016-2990-25-2398,Peck Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 4
15-016-2990-25-2399,Peirce Elem Intl Studies School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2400,Penn Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2401,Washington  H Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2402,John J Pershing STEAM Magnet Elementary,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2403,Peterson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2404,Pickard Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2405,Pirie Elem Fine Arts & Academic C,Chicago Public Schools District 299,Cook,Elementary School,PK - 6
15-016-2990-25-2406,Plamondon Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2409,Portage Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-240C,Horizon Sci Academy - Southwest Charter,Chicago Public Schools District 299,Cook,Elementary School,K - 12
15-016-2990-25-2410,Prescott Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2412,Prussing Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8
15-016-2990-25-2413,Pulaski Intl Sch of Chicago,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2414,Pullman Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2416,Ravenswood Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2417,Ray Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
15-016-2990-25-2419,Reavis Elem Math & Sci Spec Schl,Chicago Public Schools District 299,Cook,Elementary School,PK - 8
