school_id,school_name,district,county,school_type,grades_served
06-016-0890-02-2001,Jane Addams Elem School,Maywood-Melrose Park-Broadview 89,Cook,Elementary School,PK - 5
06-016-0890-02-2002,Emerson Elem School,Maywood-Melrose Park-Broadview 89,Cook,Elementary School,PK - 5
06-016-0890-02-2003,Garfield Elem School,Maywood-Melrose Park-Broadview 89,Cook,Elementary School,PK - 5
06-016-0890-02-2006,Lincoln Elem School,Maywood-Melrose Park-Broadview 89,Cook,Elementary School,PK - 5
06-016-0890-02-2007,Melrose Park Elem School,Maywood-Melrose Park-Broadview 89,Cook,Elementary School,PK - 5
06-016-0890-02-2008,Roosevelt Elem School,Maywood-Melrose Park-Broadview 89,Cook,Elementary School,PK - 5
06-016-0890-02-2012,Washington Dual Language Academy,Maywood-Melrose Park-Broadview 89,Cook,Elementary School,PK - 8
06-016-0900-02-0000,,River Forest SD 90,Cook,,
06-016-0900-02-1002,Roosevelt School,River Forest SD 90,Cook,Middle/Junior High School,5 - 8
06-016-0900-02-2001,Lincoln Elem School,River Forest SD 90,Cook,Elementary School,PK - 4
06-016-0900-02-2005,Willard Elem School,River Forest SD 90,Cook,Elementary School,PK - 4
06-016-0910-02-0000,,Forest Park SD 91,Cook,,
06-016-0910-02-1001,Forest Park Middle School,Forest Park SD 91,Cook,Middle/Junior High School,6 - 8
06-016-0910-02-2001,Betsy Ross Elem School,Forest Park SD 91,Cook,Elementary School,K - 2
06-016-0910-02-2003,Field Stevenson Elem School,Forest Park SD 91,Cook,Elementary School,3 - 5
06-016-0910-02-2004,Garfield Elem School,Forest Park SD 91,Cook,Elementary School,PK - 2
06-016-0920-02-0000,,Lindop SD 92,Cook,,
06-016-0920-02-2001,Lindop Elem School,Lindop SD 92,Cook,Elementary School,PK - 8
06-016-0925-02-0000,,Westchester SD 92-5,Cook,,
06-016-0925-02-1001,Westchester Middle School,Westchester SD 92-5,Cook,Middle/Junior High School,6 - 8
06-016-0925-02-2002,Westchester Intermediate School,Westchester SD 92-5,Cook,Elementary School,3 - 5
06-016-0925-02-2003,Westchester Primary School,Westchester SD 92-5,Cook,Elementary School,PK - 2
06-016-0930-02-0000,,Hillside SD 93,Cook,,
06-016-0930-02-2001,Hillside Elem School,Hillside SD 93,Cook,Elementary School,PK - 8
06-016-0940-02-0000,,Komarek SD 94,Cook,,
06-016-0940-02-2001,Komarek Elem School,Komarek SD 94,Cook,Elementary School,PK - 8
06-016-0950-02-0000,,Brookfield Lagrange Park SD 95,Cook,,
06-016-0950-02-1001,S E Gross  Middle School,Brookfield Lagrange Park SD 95,Cook,Middle/Junior High School,PK - 8
06-016-0950-02-2002,Brook Park Elem School,Brookfield Lagrange Park SD 95,Cook,Elementary School,K - 5
06-016-0960-02-0000,,Riverside SD 96,Cook,,
06-016-0960-02-1004,L J Hauser Jr High School,Riverside SD 96,Cook,Middle/Junior High School,6 - 8
06-016-0960-02-2001,A F Ames Elem School,Riverside SD 96,Cook,Elementary School,PK - 5
06-016-0960-02-2002,Blythe Park Elem School,Riverside SD 96,Cook,Elementary School,PK - 5
06-016-0960-02-2003,Central Elem School,Riverside SD 96,Cook,Elementary School,PK - 5
06-016-0960-02-2005,Hollywood Elem School,Riverside SD 96,Cook,Elementary School,PK - 5
06-016-0970-02-0000,,Oak Park ESD 97,Cook,,
06-016-0970-02-1003,Gwendolyn Brooks Middle School,Oak Park ESD 97,Cook,Middle/Junior High School,6 - 8
06-016-0970-02-1004,Percy Julian Middle School,Oak Park ESD 97,Cook,Middle/Junior High School,6 - 8
06-016-0970-02-2001,William Beye Elem School,Oak Park ESD 97,Cook,Elementary School,K - 5
06-016-0970-02-2003,William Hatch Elem School,Oak Park ESD 97,Cook,Elementary School,PK - 5
06-016-0970-02-2005,Oliver W Holmes Elem School,Oak Park ESD 97,Cook,Elementary School,K - 5
06-016-0970-02-2006,Irving Elem School,Oak Park ESD 97,Cook,Elementary School,K - 5
06-016-0970-02-2007,Abraham Lincoln Elem School,Oak Park ESD 97,Cook,Elementary School,K - 5
06-016-0970-02-2008,Longfellow Elem School,Oak Park ESD 97,Cook,Elementary School,PK - 5
06-016-0970-02-2009,Horace Mann Elem School,Oak Park ESD 97,Cook,Elementary School,K - 5
06-016-0970-02-2010,Whittier Elem School,Oak Park ESD 97,Cook,Elementary School,PK - 5
06-016-0980-02-0000,,Berwyn North SD 98,Cook,,
06-016-0980-02-1004,Lincoln Middle School,Berwyn North SD 98,Cook,Middle/Junior High School,6 - 8
06-016-0980-02-2001,Prairie Oak School,Berwyn North SD 98,Cook,Elementary School,PK - 5
06-016-0980-02-2002,Karel Havlicek Elem School,Berwyn North SD 98,Cook,Elementary School,PK - 5
06-016-0980-02-2003,Jefferson Elem School,Berwyn North SD 98,Cook,Elementary School,PK - 5
06-016-0990-02-0000,,Cicero SD 99,Cook,,
06-016-0990-02-1002,Unity Jr High School,Cicero SD 99,Cook,Middle/Junior High School,7 - 8
06-016-0990-02-2001,Daniel Burnham Elem School,Cicero SD 99,Cook,Elementary School,K - 2
06-016-0990-02-2002,Cicero East Elem School,Cicero SD 99,Cook,Elementary School,4 - 6
06-016-0990-02-2003,Columbus  East Elem School,Cicero SD 99,Cook,Elementary School,4 - 6
06-016-0990-02-2004,Drexel Elem School,Cicero SD 99,Cook,Elementary School,K - 6
06-016-0990-02-2005,Goodwin Elementary School,Cicero SD 99,Cook,Elementary School,PK - 6
06-016-0990-02-2006,Abe Lincoln Elem School,Cicero SD 99,Cook,Elementary School,PK - 6
06-016-0990-02-2008,T Roosevelt Elem School,Cicero SD 99,Cook,Elementary School,3 - 6
06-016-0990-02-2009,Sherlock Elem School,Cicero SD 99,Cook,Elementary School,PK - 6
06-016-0990-02-2010,Woodrow Wilson Elem School,Cicero SD 99,Cook,Elementary School,K - 6
06-016-0990-02-2012,Warren Park School,Cicero SD 99,Cook,Elementary School,PK - 6
06-016-0990-02-2013,Liberty Elem School,Cicero SD 99,Cook,Elementary School,PK - 3
06-016-0990-02-2014,Cicero West Elementary School,Cicero SD 99,Cook,Elementary School,PK - 3
06-016-0990-02-2015,Columbus West Elementary School,Cicero SD 99,Cook,Elementary School,PK - 3
06-016-0990-02-3001,District 99 Early Childhood Center,Cicero SD 99,Cook,Special School,PK
06-016-1000-02-0000,,Berwyn South SD 100,Cook,,
06-016-1000-02-1002,Heritage Middle School,Berwyn South SD 100,Cook,Middle/Junior High School,6 - 8
06-016-1000-02-1003,Freedom Middle School,Berwyn South SD 100,Cook,Middle/Junior High School,6 - 8
06-016-1000-02-2001,Emerson Elem School,Berwyn South SD 100,Cook,Elementary School,K - 5
06-016-1000-02-2003,Irving Elem School,Berwyn South SD 100,Cook,Elementary School,PK - 5
06-016-1000-02-2004,Komensky Elem School,Berwyn South SD 100,Cook,Elementary School,PK - 5
06-016-1000-02-2006,Pershing Elem School,Berwyn South SD 100,Cook,Elementary School,PK - 5
06-016-1000-02-2007,Piper School,Berwyn South SD 100,Cook,Elementary School,K - 5
06-016-1000-02-2008,Hiawatha Elem School,Berwyn South SD 100,Cook,Elementary School,PK - 5
06-016-1010-02-0000,,Western Springs SD 101,Cook,,
06-016-1010-02-1006,McClure Jr High School,Western Springs SD 101,Cook,Middle/Junior High School,6 - 8
06-016-1010-02-2001,Field Park Elem School,Western Springs SD 101,Cook,Elementary School,K - 5
06-016-1010-02-2002,Forest Hills Elem School,Western Springs SD 101,Cook,Elementary School,PK - 5
06-016-1010-02-2005,John Laidlaw Elem School,Western Springs SD 101,Cook,Elementary School,K - 5
06-016-1020-02-0000,,La Grange SD 102,Cook,,
06-016-1020-02-1004,Park Junior High School,La Grange SD 102,Cook,Middle/Junior High School,7 - 8
06-016-1020-02-2001,Congress Park Elem School,La Grange SD 102,Cook,Elementary School,K - 6
06-016-1020-02-2002,Cossitt Ave Elem School,La Grange SD 102,Cook,Elementary School,K - 6
06-016-1020-02-2003,Forest Road Elem School,La Grange SD 102,Cook,Elementary School,1 - 6
06-016-1020-02-2007,Ogden Ave Elem School,La Grange SD 102,Cook,Elementary School,K - 6
06-016-1020-02-2008,Barnsdale Road School,La Grange SD 102,Cook,Elementary School,PK - K
06-016-1030-02-0000,,Lyons SD 103,Cook,,
06-016-1030-02-2002,Edison Elem School,Lyons SD 103,Cook,Elementary School,PK - 5
06-016-1030-02-2004,Home Elem School,Lyons SD 103,Cook,Elementary School,PK - 5
06-016-1030-02-2005,Lincoln Elem School,Lyons SD 103,Cook,Elementary School,PK - 5
06-016-1030-02-2006,J W Robinson Jr Elem School,Lyons SD 103,Cook,Elementary School,K - 5
06-016-1030-02-2007,Washington Middle School,Lyons SD 103,Cook,Elementary School,6 - 8
06-016-1030-02-2008,Costello School,Lyons SD 103,Cook,Elementary School,PK - 5
06-016-1050-02-0000,,La Grange SD 105 South,Cook,,
06-016-1050-02-1001,Wm F Gurrie Middle School,La Grange SD 105 South,Cook,Middle/Junior High School,7 - 8
06-016-1050-02-2002,Hodgkins Elem School,La Grange SD 105 South,Cook,Elementary School,PK - 6
06-016-1050-02-2003,Ideal Elem School,La Grange SD 105 South,Cook,Elementary School,K - 6
06-016-1050-02-2004,Seventh Ave Elem School,La Grange SD 105 South,Cook,Elementary School,K - 6
06-016-1050-02-2005,Spring Ave Elem School,La Grange SD 105 South,Cook,Elementary School,K - 6
06-016-1060-02-0000,,LaGrange Highlands SD 106,Cook,,
06-016-1060-02-1003,Highlands Middle School,LaGrange Highlands SD 106,Cook,Middle/Junior High School,5 - 8
06-016-1060-02-2001,Highlands Elem School,LaGrange Highlands SD 106,Cook,Elementary School,PK - 4
06-016-1070-02-0000,,Pleasantdale SD 107,Cook,,
06-016-1070-02-1001,Pleasantdale Middle Sch,Pleasantdale SD 107,Cook,Middle/Junior High School,5 - 8
06-016-1070-02-2002,Pleasantdale Elementary School,Pleasantdale SD 107,Cook,Elementary School,PK - 4
06-016-2000-13-0000,,Oak Park - River Forest SD 200,Cook,,
06-016-2000-13-0001,Oak Park & River Forest High Sch,Oak Park - River Forest SD 200,Cook,High School,9 - 12
06-016-2010-17-0000,,J S Morton HSD 201,Cook,,
06-016-2010-17-0001,J Sterling Morton East High Sch,J S Morton HSD 201,Cook,High School,10 - 12
06-016-2010-17-0002,J Sterling Morton West High Sch,J S Morton HSD 201,Cook,High School,9 - 12
06-016-2010-17-0003,J Sterling Morton Freshman Cntr,J S Morton HSD 201,Cook,High School,9
06-016-2040-17-0000,,Lyons Twp HSD 204,Cook,,
06-016-2040-17-0001,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,High School,9 - 12
06-016-2080-17-0000,,Riverside-Brookfield Twp SD 208,Cook,,
06-016-2080-17-0001,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 208,Cook,High School,9 - 12
06-016-2090-17-0000,,Proviso Twp HSD 209,Cook,,
06-016-2090-17-0001,Proviso East High School,Proviso Twp HSD 209,Cook,High School,9 - 12
06-016-2090-17-0002,Proviso West High School,Proviso Twp HSD 209,Cook,High School,9 - 12
06-016-2090-17-0003,Proviso Math and Science Academy,Proviso Twp HSD 209,Cook,High School,9 - 12
06-016-2120-16-0000,,Leyden CHSD 212,Cook,,
06-016-2120-16-0001,East Leyden High School,Leyden CHSD 212,Cook,High School,9 - 12
06-016-2120-16-0002,West Leyden High School,Leyden CHSD 212,Cook,High School,9 - 12
06-016-2340-16-0000,,Ridgewood CHSD 234,Cook,,
06-016-2340-16-0001,Ridgewood Comm High School,Ridgewood CHSD 234,Cook,High School,9 - 12
06-016-4010-26-0000,,Elmwood Park CUSD 401,Cook,,
06-016-4010-26-0001,Elmwood Park High School,Elmwood Park CUSD 401,Cook,High School,9 - 12
06-016-4010-26-1001,Elm Middle School,Elmwood Park CUSD 401,Cook,Middle/Junior High School,6 - 8
06-016-4010-26-2003,Elmwood Elem School,Elmwood Park CUSD 401,Cook,Elementary School,K - 5
06-016-4010-26-2004,John Mills Elem School,Elmwood Park CUSD 401,Cook,Elementary School,PK - 5
07-016-1040-02-0000,,Summit SD 104,Cook,,
07-016-1040-02-1001,Heritage Middle School,Summit SD 104,Cook,Middle/Junior High School,6 - 8
07-016-1040-02-2001,Dr Donald Wharton Elem School,Summit SD 104,Cook,Elementary School,K - 5
07-016-1040-02-2003,Otis P Graves Elem School,Summit SD 104,Cook,Elementary School,PK - 5
07-016-1040-02-2004,W W Walker Elem School,Summit SD 104,Cook,Elementary School,K - 5
07-016-1040-02-2005,Walsh Elem School,Summit SD 104,Cook,Elementary School,K - 5
07-016-1080-02-0000,,Willow Springs SD 108,Cook,,
07-016-1080-02-2001,Willow Springs Elem School,Willow Springs SD 108,Cook,Elementary School,PK - 8
07-016-1090-02-0000,,Indian Springs SD 109,Cook,,
07-016-1090-02-1006,Geo T Wilkins Jr High School,Indian Springs SD 109,Cook,Middle/Junior High School,7 - 8
07-016-1090-02-2001,Bridgeview Elem School,Indian Springs SD 109,Cook,Elementary School,K - 6
07-016-1090-02-2002,Frank A Brodnicki Elem School,Indian Springs SD 109,Cook,Elementary School,K - 6
07-016-1090-02-2004,Robina Lyle Elementary School,Indian Springs SD 109,Cook,Elementary School,K - 6
07-016-1090-02-2006,George T Wilkins Elem School,Indian Springs SD 109,Cook,Elementary School,K - 6
07-016-1090-02-3001,Gladness V Player Early Childhood Center,Indian Springs SD 109,Cook,Special School,PK
07-016-1100-02-0000,,Central Stickney SD 110,Cook,,
07-016-1100-02-2002,Charles J Sahs Elem School,Central Stickney SD 110,Cook,Elementary School,PK - 8
07-016-1110-02-0000,,Burbank SD 111,Cook,,
07-016-1110-02-1001,Liberty Junior High School,Burbank SD 111,Cook,Middle/Junior High School,6 - 8
07-016-1110-02-2001,Luther Burbank Elem School,Burbank SD 111,Cook,Elementary School,K - 5
07-016-1110-02-2002,Richard Byrd Elementary School,Burbank SD 111,Cook,Elementary School,K - 5
07-016-1110-02-2005,J B Kennedy Elem School,Burbank SD 111,Cook,Elementary School,K - 5
07-016-1110-02-2006,Maddock Elementary School,Burbank SD 111,Cook,Elementary School,K - 5
07-016-1110-02-2007,F B Mccord Elem School,Burbank SD 111,Cook,Elementary School,PK
07-016-1110-02-2010,Edward J Tobin Elem School,Burbank SD 111,Cook,Elementary School,K - 5
07-016-1110-02-2011,Harry E Fry School,Burbank SD 111,Cook,Elementary School,K - 5
07-016-113A-02-0000,,Lemont-Bromberek CSD 113A,Cook,,
07-016-113A-02-1002,Old Quarry Middle Sch,Lemont-Bromberek CSD 113A,Cook,Middle/Junior High School,6 - 8
07-016-113A-02-2002,Oakwood School,Lemont-Bromberek CSD 113A,Cook,Elementary School,PK - 1
07-016-113A-02-2004,River Valley School,Lemont-Bromberek CSD 113A,Cook,Elementary School,2 - 3
07-016-113A-02-2005,Central School,Lemont-Bromberek CSD 113A,Cook,Elementary School,4 - 5
07-016-1170-02-0000,,North Palos SD 117,Cook,,
07-016-1170-02-1001,H H Conrady Jr High School,North Palos SD 117,Cook,Middle/Junior High School,6 - 8
07-016-1170-02-2002,Dorn Elementary School,North Palos SD 117,Cook,Elementary School,PK - 1
07-016-1170-02-2003,Glen Oaks Elem School,North Palos SD 117,Cook,Elementary School,2 - 5
07-016-1170-02-2004,Oak Ridge Elem School,North Palos SD 117,Cook,Elementary School,2 - 5
07-016-1170-02-2005,Dr Kenneth M Sorrick School,North Palos SD 117,Cook,Elementary School,PK - 1
07-016-1180-04-0000,,Palos CCSD 118,Cook,,
07-016-1180-04-1004,Palos South Middle School,Palos CCSD 118,Cook,Middle/Junior High School,6 - 8
07-016-1180-04-2002,Palos East Elementary School,Palos CCSD 118,Cook,Elementary School,K - 5
07-016-1180-04-2003,Palos West Elementary School,Palos CCSD 118,Cook,Elementary School,PK - 5
07-016-1220-02-0000,,Ridgeland SD 122,Cook,,
07-016-1220-02-1005,Simmons Middle School,Ridgeland SD 122,Cook,Middle/Junior High School,6 - 8
07-016-1220-02-2001,Columbus Manor Elem School,Ridgeland SD 122,Cook,Elementary School,K - 5
07-016-1220-02-2002,Ernest F Kolb Elem School,Ridgeland SD 122,Cook,Elementary School,K - 5
07-016-1220-02-2003,Harnew Elem School,Ridgeland SD 122,Cook,Elementary School,PK - 5
07-016-1220-02-2004,George W Lieb Elem School,Ridgeland SD 122,Cook,Elementary School,K - 5
07-016-1230-02-0000,,Oak Lawn-Hometown SD 123,Cook,,
07-016-1230-02-1001,Oak Lawn-Hometown Middle Sch,Oak Lawn-Hometown SD 123,Cook,Middle/Junior High School,6 - 8
07-016-1230-02-2003,J Covington Elem School,Oak Lawn-Hometown SD 123,Cook,Elementary School,K - 5
07-016-1230-02-2006,J M Hannum Elem School,Oak Lawn-Hometown SD 123,Cook,Elementary School,K - 5
07-016-1230-02-2007,Hometown Elem School,Oak Lawn-Hometown SD 123,Cook,Elementary School,K - 5
07-016-1230-02-2008,Kolmar Avenue Elem School,Oak Lawn-Hometown SD 123,Cook,Elementary School,K - 5
07-016-1230-02-2010,Sward Elem School,Oak Lawn-Hometown SD 123,Cook,Elementary School,K - 5
07-016-1230-02-3001,School District 123 Early Learning Center,Oak Lawn-Hometown SD 123,Cook,Special School,PK
07-016-1240-02-0000,,Evergreen Park ESD 124,Cook,,
07-016-1240-02-1001,Central Middle School,Evergreen Park ESD 124,Cook,Middle/Junior High School,6 - 8
07-016-1240-02-2002,Northeast Elem School,Evergreen Park ESD 124,Cook,Elementary School,PK - 5
07-016-1240-02-2003,Northwest School,Evergreen Park ESD 124,Cook,Elementary School,PK - 5
07-016-1240-02-2004,Southeast Elem School,Evergreen Park ESD 124,Cook,Elementary School,K - 5
07-016-1240-02-2005,Southwest Elem School,Evergreen Park ESD 124,Cook,Elementary School,K - 5
07-016-1250-02-0000,,Atwood Heights SD 125,Cook,,
07-016-1250-02-1001,Hamlin Upper Grade Center,Atwood Heights SD 125,Cook,Middle/Junior High School,6 - 8
07-016-1250-02-2003,Lawn Manor School,Atwood Heights SD 125,Cook,Elementary School,PK - 2
07-016-1250-02-2004,Meadow Lane School,Atwood Heights SD 125,Cook,Elementary School,3 - 5
07-016-1260-02-0000,,Alsip-Hazlgrn-Oaklwn SD 126,Cook,,
07-016-1260-02-1005,Prairie Jr High School,Alsip-Hazlgrn-Oaklwn SD 126,Cook,Middle/Junior High School,7 - 8
07-016-1260-02-2001,Hazelgreen Elem School,Alsip-Hazlgrn-Oaklwn SD 126,Cook,Elementary School,K - 6
07-016-1260-02-2002,Lane Elem School,Alsip-Hazlgrn-Oaklwn SD 126,Cook,Elementary School,K - 6
07-016-1260-02-2004,Stony Creek Elem School,Alsip-Hazlgrn-Oaklwn SD 126,Cook,Elementary School,K - 6
07-016-1260-02-3001,District 126 Early Childhood Center,Alsip-Hazlgrn-Oaklwn SD 126,Cook,Special School,PK
07-016-1270-02-0000,,Worth SD 127,Cook,,
07-016-1270-02-1005,Worth Jr High School,Worth SD 127,Cook,Middle/Junior High School,6 - 8
07-016-1270-02-2001,Worth Elem School,Worth SD 127,Cook,Elementary School,PK - 5
07-016-1270-02-2004,Worthwoods Elem School,Worth SD 127,Cook,Elementary School,K - 5
07-016-1275-02-0000,,Chicago Ridge SD 127-5,Cook,,
07-016-1275-02-1001,Elden D Finley Jr High School,Chicago Ridge SD 127-5,Cook,Middle/Junior High School,6 - 8
07-016-1275-02-2003,Ridge Central Elem School,Chicago Ridge SD 127-5,Cook,Elementary School,PK - 5
07-016-1275-02-2004,Ridge Lawn Elementary School,Chicago Ridge SD 127-5,Cook,Elementary School,PK - 5
07-016-1280-02-0000,,Palos Heights SD 128,Cook,,
07-016-1280-02-1003,Independence Jr High School,Palos Heights SD 128,Cook,Middle/Junior High School,6 - 8
07-016-1280-02-2002,Chippewa Elem School,Palos Heights SD 128,Cook,Elementary School,1 - 3
07-016-1280-02-2005,Navajo Heights Elem School,Palos Heights SD 128,Cook,Elementary School,4 - 5
07-016-1280-02-2006,Indian Hill,Palos Heights SD 128,Cook,Elementary School,PK - K
07-016-1300-02-0000,,Cook County SD 130,Cook,,
07-016-1300-02-1001,Everett F Kerr Middle School,Cook County SD 130,Cook,Middle/Junior High School,6 - 8
07-016-1300-02-1002,Nathan Hale Middle School,Cook County SD 130,Cook,Middle/Junior High School,6 - 8
07-016-1300-02-1003,Veterans Memorial Middle Sch,Cook County SD 130,Cook,Middle/Junior High School,6 - 8
07-016-1300-02-2004,Nathan Hale Intermediate,Cook County SD 130,Cook,Elementary School,4 - 5
07-016-1300-02-2008,Paul Revere Intermediate School,Cook County SD 130,Cook,Elementary School,4 - 5
07-016-1300-02-2010,Whittier Elementary School,Cook County SD 130,Cook,Elementary School,4 - 5
07-016-1300-02-2011,Lincoln Elem School,Cook County SD 130,Cook,Elementary School,K - 3
07-016-1300-02-2012,Nathan Hale Primary School,Cook County SD 130,Cook,Elementary School,PK - 3
07-016-1300-02-2018,Paul Revere Primary School,Cook County SD 130,Cook,Elementary School,K - 3
07-016-1300-02-2019,George Washington Elementary Sch,Cook County SD 130,Cook,Elementary School,K - 5
07-016-1300-02-3001,Horace Mann School,Cook County SD 130,Cook,Special School,PK
07-016-1320-02-0000,,Calumet Public SD 132,Cook,,
07-016-1320-02-2001,Burr Oak Elem School,Calumet Public SD 132,Cook,Elementary School,3 - 5
07-016-1320-02-2002,Calumet Elem School,Calumet Public SD 132,Cook,Elementary School,6 - 8
07-016-1320-02-2003,Burr Oak Academy,Calumet Public SD 132,Cook,Elementary School,PK - 2
07-016-1330-02-0000,,Gen George Patton SD 133,Cook,,
07-016-1330-02-2001,Gen George Patton Elem School,Gen George Patton SD 133,Cook,Elementary School,PK - 8
07-016-1350-02-0000,,Orland SD 135,Cook,,
07-016-1350-02-1004,Orland Jr High School,Orland SD 135,Cook,Middle/Junior High School,6 - 8
07-016-1350-02-1005,Jerling Junior High School,Orland SD 135,Cook,Middle/Junior High School,6 - 8
07-016-1350-02-1006,Century Junior High School,Orland SD 135,Cook,Middle/Junior High School,6 - 8
07-016-1350-02-2001,High Point Elem School,Orland SD 135,Cook,Elementary School,3 - 5
07-016-1350-02-2002,Orland Park Elem School,Orland SD 135,Cook,Elementary School,PK - 2
07-016-1350-02-2007,Prairie Elem School,Orland SD 135,Cook,Elementary School,PK - 2
07-016-1350-02-2008,Liberty Elem School,Orland SD 135,Cook,Elementary School,3 - 5
07-016-1350-02-2010,Orland Center School,Orland SD 135,Cook,Elementary School,PK - 2
07-016-1350-02-2012,Centennial School,Orland SD 135,Cook,Elementary School,PK - 2
07-016-1350-02-2013,Meadow Ridge School,Orland SD 135,Cook,Elementary School,3 - 5
07-016-1400-02-0000,,Kirby SD 140,Cook,,
07-016-1400-02-1003,Virgil I Grissom Middle School,Kirby SD 140,Cook,Middle/Junior High School,6 - 8
07-016-1400-02-1004,Prairie View Middle School,Kirby SD 140,Cook,Middle/Junior High School,6 - 8
07-016-1400-02-2001,Fernway Park Elem School,Kirby SD 140,Cook,Elementary School,PK - 5
07-016-1400-02-2004,Helen Keller Elem School,Kirby SD 140,Cook,Elementary School,PK - 5
07-016-1400-02-2005,John A Bannes Elem School,Kirby SD 140,Cook,Elementary School,PK - 5
07-016-1400-02-2006,Christa McAuliffe School,Kirby SD 140,Cook,Elementary School,PK - 5
07-016-1400-02-2007,Millennium Elem School,Kirby SD 140,Cook,Elementary School,PK - 5
07-016-1420-02-0000,,Forest Ridge SD 142,Cook,,
07-016-1420-02-1001,Jack Hille Middle School,Forest Ridge SD 142,Cook,Middle/Junior High School,6 - 8
07-016-1420-02-2002,Ridge Early Childhood Center,Forest Ridge SD 142,Cook,Elementary School,PK - K
07-016-1420-02-2003,Lee R Foster Elem School,Forest Ridge SD 142,Cook,Elementary School,1 - 5
07-016-1420-02-2004,Kerkstra Elem School,Forest Ridge SD 142,Cook,Elementary School,1 - 5
07-016-1430-02-0000,,Midlothian SD 143,Cook,,
07-016-1430-02-2001,Central Park Elem School,Midlothian SD 143,Cook,Elementary School,K - 8
07-016-1430-02-2002,Kolmar Elem School,Midlothian SD 143,Cook,Elementary School,K - 8
07-016-1430-02-2004,Springfield Elem School,Midlothian SD 143,Cook,Elementary School,K - 5
07-016-1430-02-3002,Spaulding School,Midlothian SD 143,Cook,Special School,PK
07-016-1435-02-0000,,Posen-Robbins ESD 143-5,Cook,,
07-016-1435-02-1003,Kellar School,Posen-Robbins ESD 143-5,Cook,Middle/Junior High School,6 - 8
07-016-1435-02-2001,Childs Elem School,Posen-Robbins ESD 143-5,Cook,Elementary School,K - 3
07-016-1435-02-2006,Posen Elem School,Posen-Robbins ESD 143-5,Cook,Elementary School,4 - 5
07-016-1435-02-2007,Turner Elem School,Posen-Robbins ESD 143-5,Cook,Elementary School,PK - K
07-016-1435-02-2010,Gordon School,Posen-Robbins ESD 143-5,Cook,Elementary School,K - 3
07-016-1440-02-0000,,Prairie-Hills ESD 144,Cook,,
07-016-1440-02-1002,Prairie-Hills Junior High School,Prairie-Hills ESD 144,Cook,Middle/Junior High School,6 - 8
07-016-1440-02-2003,Fieldcrest Elem School,Prairie-Hills ESD 144,Cook,Elementary School,PK - 5
07-016-1440-02-2004,Highlands Elem School,Prairie-Hills ESD 144,Cook,Elementary School,PK - 5
07-016-1440-02-2005,Markham Park Elem School,Prairie-Hills ESD 144,Cook,Elementary School,PK - 5
07-016-1440-02-2007,Nob Hill Elem School,Prairie-Hills ESD 144,Cook,Elementary School,PK - 5
07-016-1440-02-2009,Chateaux School,Prairie-Hills ESD 144,Cook,Elementary School,PK - 5
07-016-1440-02-2010,Mae Jemison School,Prairie-Hills ESD 144,Cook,Elementary School,PK - 5
07-016-1440-02-2011,Prairie-Hills STEAM Academy,Prairie-Hills ESD 144,Cook,Elementary School,PK - 5
07-016-1450-02-0000,,Arbor Park SD 145,Cook,,
07-016-1450-02-1001,Arbor Park Middle School,Arbor Park SD 145,Cook,Middle/Junior High School,5 - 8
07-016-1450-02-2002,Kimberly Heights Elementary School,Arbor Park SD 145,Cook,Elementary School,PK - K
07-016-1450-02-2003,Scarlet Oak Elementary School,Arbor Park SD 145,Cook,Elementary School,3 - 4
07-016-1450-02-2004,Arbor Elementary School,Arbor Park SD 145,Cook,Elementary School,1 - 2
07-016-1460-04-0000,,CCSD 146,Cook,,
07-016-1460-04-1001,Central Middle School,CCSD 146,Cook,Middle/Junior High School,6 - 8
07-016-1460-04-2002,Bert H Fulton School,CCSD 146,Cook,Elementary School,PK - 5
07-016-1460-04-2003,Memorial Elem School,CCSD 146,Cook,Elementary School,PK - 5
07-016-1460-04-2005,Walter F Fierke Ed Center,CCSD 146,Cook,Elementary School,PK - 5
07-016-1460-04-2006,Arnold W Kruse Ed Center,CCSD 146,Cook,Elementary School,PK - 5
07-016-1470-02-0000,,W Harvey-Dixmoor PSD 147,Cook,,
07-016-1470-02-1001,Rosa L Parks Middle School,W Harvey-Dixmoor PSD 147,Cook,Middle/Junior High School,5 - 8
07-016-1470-02-2004,Lincoln Elem School,W Harvey-Dixmoor PSD 147,Cook,Elementary School,PK - K
07-016-1470-02-2007,Martin L King Elem School,W Harvey-Dixmoor PSD 147,Cook,Elementary School,1 - 4
07-016-1480-02-0000,,Dolton SD 148,Cook,,
07-016-1480-02-1002,Roosevelt Junior High School,Dolton SD 148,Cook,Middle/Junior High School,7 - 8
07-016-1480-02-1003,Lincoln Junior High School,Dolton SD 148,Cook,Middle/Junior High School,7 - 8
07-016-1480-02-1004,Washington Junior High,Dolton SD 148,Cook,Middle/Junior High School,7 - 8
07-016-1480-02-2002,Riverdale School,Dolton SD 148,Cook,Elementary School,K - 4
07-016-1480-02-2003,Lincoln Elementary School,Dolton SD 148,Cook,Elementary School,K - 6
07-016-1480-02-2005,Roosevelt Elem School,Dolton SD 148,Cook,Elementary School,K - 6
07-016-1480-02-2006,Washington Elem School,Dolton SD 148,Cook,Elementary School,K - 6
