school_id,school_name,district,county,school_type,grades_served,year,y_ela_prof,y_math_prof,y_chronic_abs,y_grad_4yr
15-016-2990-25-2605,Depriest Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,10.9,,57,
15-016-2990-25-260C,Acero Chtr Sch Network - Rufino Tamayo Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,54.3,27.3,18,
15-016-2990-25-2617,Cuffe Math-Sci Tech Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30.8,9.5,38,
15-016-2990-25-2618,Foster Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24,11.8,34.9,
15-016-2990-25-261C,Acero Chtr Sch Network - Carlos Fuentes  Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,26.1,15,33.3,
15-016-2990-25-2620,Hughes L Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.7,5.5,54.8,
15-016-2990-25-2622,Grissom Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,54.9,18.9,21.2,
15-016-2990-25-262C,Acero Chtr Sch Network - Bartolome de las Casas Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,24,9.1,39.4,
15-016-2990-25-2634,McNair Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,19.1,12.1,31.4,
15-016-2990-25-2636,Hay Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.6,14,40.4,
15-016-2990-25-2637,Cullen Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,37.6,15.2,19.7,
15-016-2990-25-263C,Acero Chtr Sch Network - Officer Donald J Marquez  Elem,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,24.3,16.4,27.6,
15-016-2990-25-264C,Acero Chtr Sch Network - SPC Daniel Zizumbo Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,39.7,17.5,29.1,
15-016-2990-25-266C,Acero Chtr Sch Network- Sandra Cisneros Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,26.1,9.9,29.7,
15-016-2990-25-267C,Acero Chtr Sch Network - Esmeralda Santiago Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,34.3,23.1,11.4,
15-016-2990-25-268C,Acero Chtr Sch Newtwork - Roberto Clemente Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,30.1,12.1,33,
15-016-2990-25-2700,Clark  G R Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,43.6,19.2,22.7,
15-016-2990-25-2703,Lee Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,44.8,36.4,35.1,
15-016-2990-25-2704,Langford A Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24,10.7,37,
15-016-2990-25-2706,Salazar Elem Bilingual Center,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,27.3,16.8,47.3,
15-016-2990-25-270C,Acero Chtr Sch Network - Brighton Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,29.2,13.1,25.4,
15-016-2990-25-2714,Leland Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16.6,6.4,17.8,
15-016-2990-25-2724,Robinson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 3,2025,,,62,
15-016-2990-25-2726,Hanson Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.2,23.6,35.6,
15-016-2990-25-2729,White Elem Career Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,41.8,,42.9,
15-016-2990-25-272C,LEARN Charter Excel Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6,2025,52.8,40.3,23.8,
15-016-2990-25-2737,McDowell Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,41.4,22.4,17.3,
15-016-2990-25-2739,Keller Elem Gifted Magnet School,Chicago Public Schools District 299,Cook,Elementary School,8-Jan,2025,96.4,92.8,4.5,
15-016-2990-25-273C,LEARN Chtr-Campbell Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6,2025,43.5,34.1,17.1,
15-016-2990-25-2743,Earhart Elem Opt for Knowl School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,66.7,37.1,14.9,
15-016-2990-25-274C,LEARN Chtr - South Chicago Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,38.8,29.5,20.5,
15-016-2990-25-275C,LEARN Chtr -  Hunter Perkins Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,49.3,21.5,23.3,
15-016-2990-25-2766,Till Elem Math & Science Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,10.8,,61.8,
15-016-2990-25-2767,Ward  L Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16,,46.2,
15-016-2990-25-2768,Smith  W Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,26.4,8.7,22.7,
15-016-2990-25-276C,LEARN Chtr - 7th Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 5,2025,24.3,23.2,16.6,
15-016-2990-25-2773,Garvey  M Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,35.9,9.6,31.9,
15-016-2990-25-2775,Joplin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,38,22.2,40.9,
15-016-2990-25-277C,CICS - Basil Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,55.3,30.6,33.7,
15-016-2990-25-2783,Cardenas Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,49.9,30.7,27.4,
15-016-2990-25-2785,Powell Elem Paideia Comm Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30,7.9,45,
15-016-2990-25-278C,CICS - Wrightwood,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,28,7.7,36.3,
15-016-2990-25-2799,Curtis Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.4,8.9,61.2,
15-016-2990-25-2800,Beasley Elem Magnet Academic Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,46.5,27.9,35,
15-016-2990-25-2802,Mays Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.7,7.4,55.1,
15-016-2990-25-2804,Metcalfe Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,19.7,11.9,23.4,
15-016-2990-25-2805,Decatur Classical Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,95.7,96.5,10,
15-016-2990-25-2806,Kanoon Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,21,11,44.5,
15-016-2990-25-2807,Randolph Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.5,5.9,48.6,
15-016-2990-25-2809,Poe Elem Classical School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,93.8,80.1,9.3,
15-016-2990-25-280C,CICS - Bond Campus,Chicago Public Schools District 299,Cook,Elementary School,K - 6,2025,20,13.1,43.6,
15-016-2990-25-2811,Gunsaulus Elem Scholastic Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,43,31.5,13.6,
15-016-2990-25-281C,Univ of Chicago Chtr-Donoghue,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,43,25.6,36.3,
15-016-2990-25-2823,Ninos Heroes Elem Academic Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,27.8,10.8,52.7,
15-016-2990-25-2825,De Diego Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,21,10.7,60.5,
15-016-2990-25-2826,Turner-Drew Elem Language Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,48.9,36,25.1,
15-016-2990-25-2828,Sabin Elem Magnet School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15.1,10.1,64.2,
15-016-2990-25-2829,Maria Saucedo STEAM Magnet Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.8,13.3,39.9,
15-016-2990-25-282C,KIPP Chicago Charters - Ascend Academy,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,30.1,13.1,24.8,
15-016-2990-25-2837,Daley Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,23.2,12.7,19.6,
15-016-2990-25-2838,Madero Middle School,Chicago Public Schools District 299,Cook,Elementary School,8-Jun,2025,33,12.1,40.3,
15-016-2990-25-283C,LEARN Chtr - Butler,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,37.2,30.7,22.5,
15-016-2990-25-2842,Orozco Elem Fine Arts & Sciences,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,48.1,34.2,15.7,
15-016-2990-25-2844,Morton Elem Career Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,32.2,17.9,37,
15-016-2990-25-284C,Acero Chtr Sch Network  - Jovita Idar Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,39.7,18.3,16.3,
15-016-2990-25-2850,Albany Park Multicultural Elem,Chicago Public Schools District 299,Cook,Elementary School,8-Jul,2025,36.3,21.5,21.1,
15-016-2990-25-2855,South Loop Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,75.8,56.9,18,
15-016-2990-25-2856,Lenart Elem Regional Gifted Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,89,70.9,9.5,
15-016-2990-25-285C,Acero Chtr Sch Network - PFC Omar E Torres Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,26.6,10.1,34.1,
15-016-2990-25-2862,Casals Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,66.3,53.2,25.9,
15-016-2990-25-2864,Perez Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,53.4,19.6,24.7,
15-016-2990-25-2867,Ruiz Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,32.3,16,40.9,
15-016-2990-25-2870,Brighton Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,35.1,16.2,28.2,
15-016-2990-25-2873,Evergreen Academy Elem School,Chicago Public Schools District 299,Cook,Elementary School,8-Jun,2025,54.4,19,22.3,
15-016-2990-25-2876,Carson Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,46.8,30.9,17.2,
15-016-2990-25-2877,McAuliffe Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,21.7,14.6,40.2,
15-016-2990-25-2878,Galileo Elem Math & Sci Schol Acd,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,66.6,45.8,19.1,
15-016-2990-25-2881,Avondale - Logandale Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,39.7,18.7,32.3,
15-016-2990-25-2886,Chavez Elem Multicultural Acad Ct,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,53.5,48.6,6.6,
15-016-2990-25-2889,Jordan Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,28.8,24,21.8,
15-016-2990-25-2892,Kellman Corporate Community Elem,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.6,,49.8,
15-016-2990-25-2893,Finkl Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,26,13.2,47.6,
15-016-2990-25-2895,Ariel Elem Community Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,24.7,12.6,47.8,
15-016-2990-25-2896,Little Village Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,29.6,11.5,34.1,
15-016-2990-25-2897,Zapata Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,38.7,19.4,38.3,
15-016-2990-25-2898,Ortiz De Dominguez Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 2,2025,,,37.4,
15-016-2990-25-2900,Lara Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.5,9.7,44,
15-016-2990-25-2901,Telpochcalli Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.1,15.4,44.2,
15-016-2990-25-2902,Wells Preparatory Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,53.6,21.4,21.4,
15-016-2990-25-2903,Woodlawn Elem Community School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6,2025,39,12.2,47.8,
15-016-2990-25-2904,Christopher Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,14.9,6.9,53,
15-016-2990-25-2908,West Park Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.9,13.3,29.4,
15-016-2990-25-2912,Marine Leadership Academy - Ames,Chicago Public Schools District 299,Cook,Elementary School,12-Jul,2025,22.8,10.4,59.2,90
15-016-2990-25-2913,Fairfield Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.8,4.9,38.6,
15-016-2990-25-2914,Sandoval Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 5,2025,31.5,32.8,24.2,
15-016-2990-25-2915,Northwest Middle School,Chicago Public Schools District 299,Cook,Elementary School,8-Jun,2025,22.5,7.5,39.6,
15-016-2990-25-2916,Hampton Elem Fine & Perf Arts Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,30.6,10.3,39,
15-016-2990-25-2918,Colemon J Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,50.5,32,30.3,
15-016-2990-25-2919,Columbia Explorers Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,59.3,37.7,18.4,
15-016-2990-25-2920,Chicago Academy Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,56.9,33.8,25.8,
15-016-2990-25-2921,Courtenay Elem Language Arts Ctr,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22,12.6,41.9,
15-016-2990-25-2922,Ashburn Community Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,33.6,10.3,35.6,
15-016-2990-25-2923,Belmont-Cragin Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,16.9,16,25.5,
15-016-2990-25-2924,National Teachers Elem Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,42.1,30,29.4,
15-016-2990-25-2926,Talman Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,50.3,29.4,30.1,
15-016-2990-25-2930,New Field Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 4,2025,35.4,35.4,24.2,
15-016-2990-25-2933,Durkin Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,43.1,28.9,31.1,
15-016-2990-25-2934,Calmeca Acad Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,28.6,8.4,25.3,
15-016-2990-25-2935,North River Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22.7,11.7,41.3,
15-016-2990-25-2936,Claremont STEM Magnet Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,22,13.9,30.2,
15-016-2990-25-2937,James R Doolittle Academy,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,15,,47,
15-016-2990-25-2941,Suder Montessori Elem Magnet Schl,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,46.3,25.3,23.4,
15-016-2990-25-2943,Tarkington Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,39.5,18.6,33.9,
15-016-2990-25-2945,Frazier Perspectives Magnet ES,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,36.4,,44.9,
15-016-2990-25-2949,Disney II Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 6,2025,70,54.1,14.8,
15-016-2990-25-2951,Plato Learning Acad  Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,,,31,
15-016-2990-25-2953,Edison Park Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,69.7,46.8,13,
15-016-2990-25-2954,Davis M Magnet Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,44.8,38.6,32.5,
15-016-2990-25-2955,LaSalle II Lang Acad Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,67.5,61.3,14.7,
15-016-2990-25-2958,Prieto Math-Science Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,37.7,14.8,25.7,
15-016-2990-25-2959,Skinner North Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,97.4,95.6,11.8,
15-016-2990-25-2960,South Shore Fine Arts Elem Sch,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,37.9,20.6,22.1,
15-016-2990-25-2963,Camras Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,34.5,18.6,33,
15-016-2990-25-2964,Garcia Lorca Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,41.1,27.2,27.7,
15-016-2990-25-2965,West Ridge Elem School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,39.8,30.8,35.7,
15-016-2990-25-2966,Azuela Elem School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,41.9,19.3,42.5,
15-016-2990-25-2967,STEM Magnet Academy Elem,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,73.4,60.3,10.7,
15-016-2990-25-2968,Shields Middle School,Chicago Public Schools District 299,Cook,Elementary School,8-May,2025,38,13.2,40.1,
15-016-2990-25-2969,Sadlowski Elementary School,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,25.4,18.5,31.2,
15-016-2990-25-2970,Richardson Middle School,Chicago Public Schools District 299,Cook,Elementary School,8-May,2025,35.6,18.7,33.7,
15-016-2990-25-2971,Sor Juana Ines de la Cruz,Chicago Public Schools District 299,Cook,Elementary School,PK - 8,2025,78.3,63.5,6.4,
15-016-2990-25-2972,Bronzeville Classical Elementary School,Chicago Public Schools District 299,Cook,Elementary School,K - 8,2025,92.4,79.9,9.1,
15-016-2990-25-3735,Rudolph Elem Learning Center,Chicago Public Schools District 299,Cook,Special School,PK - 8,2025,,,,
15-016-2990-25-3760,Beard Elem School,Chicago Public Schools District 299,Cook,Special School,PK - 3,2025,,,,
15-016-2990-25-3761,Blair Early Childhood Center,Chicago Public Schools District 299,Cook,Special School,PK - 1,2025,,,,
15-016-2990-25-3762,Stock Early Childhood Center,Chicago Public Schools District 299,Cook,Special School,PK,2025,,,,
15-016-2990-25-3781,Vick Early Childhood & Family Ctr,Chicago Public Schools District 299,Cook,Special School,PK,2025,,,,
15-016-2990-25-3787,Thomas Early Childhood Center,Chicago Public Schools District 299,Cook,Special School,PK,2025,,,,
15-016-9000-25-0000,,Horizon Science Acad-McKinley Park Charter Sch,Cook,,,2025,63.6,37.5,21,97
15-016-9000-25-201C,Horizon Science Acad-McKinley Park Charter Sch,Horizon Science Acad-McKinley Park Charter Sch,Cook,Elementary School,K - 12,2025,63.6,37.5,21,97
15-016-9010-25-0000,,Horizon Science Acad-Belmont Charter Sch,Cook,,,2025,50.6,28,32.7,
15-016-9010-25-201C,Horizon Science Acad-Belmont Charter Sch,Horizon Science Acad-Belmont Charter Sch,Cook,Elementary School,K - 10,2025,50.6,28,32.7,
15-016-9020-25-0000,,ACE Amandla Charter School,Cook,,,2025,,,61.4,86.8
15-016-9020-25-201C,ACE Amandla Charter School,ACE Amandla Charter School,Cook,Elementary School,12-Sep,2025,,,61.4,86.8
15-016-9040-25-0000,,Betty Shabazz  International Charter School,Cook,,,2025,45.2,21.7,27.3,
15-016-9040-25-201C,Betty  Shabazz International Charter School,Betty Shabazz  International Charter School,Cook,Elementary School,K - 8,2025,49.2,24.9,26.6,
15-016-9040-25-202C,Barbara A Sizemore Campus,Betty Shabazz  International Charter School,Cook,Elementary School,K - 8,2025,39.4,17,28.2,
15-016-9050-25-0000,,Intrinsic 2 Charter High School,Cook,,,2025,29.4,12.8,38.4,89.4
15-016-9050-25-001C,Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Cook,High School,12-Sep,2025,29.4,12.8,38.4,89.4
50160150040000,,Palatine CCSD 15,Cook,, P - 7 8,2024,40,34.3,18.7,
50160150041011,Plum Grove Middle School,Palatine CCSD 15,Cook,Middle/Junior High School,8-Jun,2024,63.4,55.2,9.2,
50160150041014,Carl Sandburg Middle School,Palatine CCSD 15,Cook,Middle/Junior High School,8-Jun,2024,46.3,25.5,19.7,
50160150041016,Winston Campus Middle School,Palatine CCSD 15,Cook,Middle/Junior High School,8-Jun,2024,28.7,15.8,26.8,
50160150041018,Walter R Sundling Middle School,Palatine CCSD 15,Cook,Middle/Junior High School,8-Jun,2024,47.1,38.5,19.2,
50160150042001,Jane Addams Elem School,Palatine CCSD 15,Cook,Elementary School,K - 5,2024,19,13,24.7,
50160150042003,Central Road Elem School,Palatine CCSD 15,Cook,Elementary School,PK - 5,2024,42.5,29.7,15.5,
50160150042004,Marion Jordan Elem School,Palatine CCSD 15,Cook,Elementary School,K - 5,2024,48.1,58,7.5,
50160150042005,Kimball Hill Elem School,Palatine CCSD 15,Cook,Elementary School,PK - 5,2024,32.9,20.2,22.2,
50160150042006,Hunting Ridge Elem School,Palatine CCSD 15,Cook,Elementary School,K - 5,2024,52.5,49.3,14.6,
50160150042007,Lake Louise Elem School,Palatine CCSD 15,Cook,Elementary School,PK - 5,2024,11.7,9.8,28.3,
50160150042008,Lincoln Elementary School,Palatine CCSD 15,Cook,Elementary School,K - 5,2024,27.2,19.9,26.6,
50160150042009,Stuart R Paddock School,Palatine CCSD 15,Cook,Elementary School,PK - 5,2024,36.6,34.8,18,
50160150042010,Pleasant Hill Elem School,Palatine CCSD 15,Cook,Elementary School,K - 5,2024,49.8,59.5,10.3,
50160150042013,Gray M Sanborn Elem School,Palatine CCSD 15,Cook,Elementary School,PK - 5,2024,22.2,22.2,25.9,
50160150042015,Virginia Lake Elem School,Palatine CCSD 15,Cook,Elementary School,PK - 5,2024,29.9,26.9,24.7,
50160150042018,Willow Bend Elem School,Palatine CCSD 15,Cook,Elementary School,K - 5,2024,37.3,27.8,16.9,
50160150042019,Winston Campus Elementary,Palatine CCSD 15,Cook,Elementary School,PK - 5,2024,37.1,31.8,19.9,
50160150042020,Thomas Jefferson Elem School,Palatine CCSD 15,Cook,Elementary School,8-Jun,2024,59.3,56.5,8.5,
50160150042023,Frank C Whiteley Elem School,Palatine CCSD 15,Cook,Elementary School,K - 5,2024,43.4,48.9,12.9,
50160210040000,,Wheeling CCSD 21,Cook,, P - 7 8,2024,28.4,24.3,20.8,
50160210041002,Cooper Middle School,Wheeling CCSD 21,Cook,Middle/Junior High School,8-Jun,2024,46.5,34.3,20.5,
50160210041006,Oliver W Holmes Middle School,Wheeling CCSD 21,Cook,Middle/Junior High School,8-Jun,2024,21.9,11.4,24,
50160210041007,Jack London Middle School,Wheeling CCSD 21,Cook,Middle/Junior High School,8-Jun,2024,37.8,23.4,16.9,
50160210042003,Eugene Field Elem School,Wheeling CCSD 21,Cook,Elementary School,K - 5,2024,11.5,13.8,23.1,
50160210042004,Robert Frost Elem School,Wheeling CCSD 21,Cook,Elementary School,K - 5,2024,13,11.2,27.8,
50160210042007,Joyce Kilmer Elem School,Wheeling CCSD 21,Cook,Elementary School,K - 5,2024,25.4,29.7,23.7,
50160210042009,Henry W Longfellow Elem School,Wheeling CCSD 21,Cook,Elementary School,K - 5,2024,31.3,49.3,11.9,
50160210042010,Edgar A Poe Elem School,Wheeling CCSD 21,Cook,Elementary School,K - 5,2024,27.8,42.4,20.9,
50160210042011,J W Riley Elem School,Wheeling CCSD 21,Cook,Elementary School,K - 5,2024,35.9,36.7,15.8,
50160210042013,Booth Tarkington Elem School,Wheeling CCSD 21,Cook,Elementary School,PK - 5,2024,21.4,29.8,18.1,
50160210042014,Mark Twain Elem School,Wheeling CCSD 21,Cook,Elementary School,K - 5,2024,16.8,15.4,23.6,
50160210042015,Walt Whitman Elem School,Wheeling CCSD 21,Cook,Elementary School,PK - 5,2024,9.9,5.5,19.4,
50160230020000,,Prospect Heights SD 23,Cook,, P - 7 8,2024,52.6,48.7,11.3,
50160230021002,MacArthur Middle School,Prospect Heights SD 23,Cook,Middle/Junior High School,8-Jun,2024,59.1,52,11.6,
50160230022001,Dwight D Eisenhower Elem School,Prospect Heights SD 23,Cook,Elementary School,PK - 1,2024,,,9.4,
50160230022004,Betsy Ross Elem School,Prospect Heights SD 23,Cook,Elementary School,3-Feb,2024,39.1,42.4,14.7,
50160230022005,Anne Sullivan Elem School,Prospect Heights SD 23,Cook,Elementary School,5-Apr,2024,49.8,47,9,
50160250020000,,Arlington Heights SD 25,Cook,, P - 7 8,2024,62.9,50.7,9.8,
50160250021014,South Middle School,Arlington Heights SD 25,Cook,Middle/Junior High School,8-Jun,2024,72.2,47.5,8.9,
50160250021015,Thomas Middle School,Arlington Heights SD 25,Cook,Middle/Junior High School,8-Jun,2024,59.1,48,10.7,
50160250022002,Dryden Elem School,Arlington Heights SD 25,Cook,Elementary School,K - 5,2024,65.5,46.4,7.7,
50160250022004,Greenbrier Elem School,Arlington Heights SD 25,Cook,Elementary School,PK - 5,2024,65.5,57.2,12.7,
50160250022005,Ivy Hill Elem School,Arlington Heights SD 25,Cook,Elementary School,PK - 5,2024,63.5,57.9,12.7,
50160250022009,Olive-Mary Stitt School,Arlington Heights SD 25,Cook,Elementary School,K - 5,2024,55.9,51.1,7.8,
50160250022011,Patton Elem School,Arlington Heights SD 25,Cook,Elementary School,K - 5,2024,64.3,62.7,9,
50160250022016,Westgate Elem School,Arlington Heights SD 25,Cook,Elementary School,K - 5,2024,57.9,49.5,11,
50160250022018,Windsor Elementary School,Arlington Heights SD 25,Cook,Elementary School,K - 5,2024,57.1,55.3,7.9,
50160260020000,,River Trails SD 26,Cook,, P - 7 8,2024,43.7,38.4,14,
50160260021006,River Trails Middle School,River Trails SD 26,Cook,Middle/Junior High School,8-Jun,2024,47.6,40.5,12.5,
50160260022001,Euclid Elem School,River Trails SD 26,Cook,Elementary School,PK - 5,2024,27.4,27.9,16.5,
50160260022003,Indian Grove Elem School,River Trails SD 26,Cook,Elementary School,5-Jan,2024,47.4,41.5,10.5,
50160260022004,Prairie Trails School,River Trails SD 26,Cook,Elementary School,PK - K,2024,,,25.4,
50160270020000,,Northbrook ESD 27,Cook,, P - 7 8,2024,81.1,72.1,10.1,
50160270021005,Wood Oaks Jr High School,Northbrook ESD 27,Cook,Middle/Junior High School,8-Jun,2024,84.1,75.6,11.6,
50160270022002,Hickory Point Elem School,Northbrook ESD 27,Cook,Elementary School,PK - 2,2024,,,10.7,
50160270022004,Shabonee School,Northbrook ESD 27,Cook,Elementary School,5-Mar,2024,78,68.4,8,
50160280020000,,Northbrook SD 28,Cook,, P - 7 8,2024,79.3,73.2,9.7,
50160280021004,Northbrook Junior High School,Northbrook SD 28,Cook,Middle/Junior High School,8-Jun,2024,81.8,70.8,12,
50160280022002,Greenbriar Elem School,Northbrook SD 28,Cook,Elementary School,K - 5,2024,76,66.7,8.1,
50160280022003,Meadowbrook Elem School,Northbrook SD 28,Cook,Elementary School,K - 5,2024,72.8,81.7,10.1,
50160280022006,Westmoor Elem School,Northbrook SD 28,Cook,Elementary School,PK - 5,2024,81.3,78.9,6.3,
50160290020000,,Sunset Ridge SD 29,Cook,, P - 7 8,2024,81.2,74.4,5.7,
