school_id,school_name,district,county,school_type,grades_served,year,y_ela_prof,y_math_prof,y_chronic_abs,y_grad_4yr
50162110170002,Wm Fremd High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2021,62.4,61.1,3.8,95.6
50162110170003,Palatine High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2021,29.6,26.5,12.5,90.6
50162110170004,Schaumburg High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2021,40.2,48.5,8.3,96
50162110170006,Hoffman Estates High School,Township HSD 211,Cook,HIGH SCHOOL, 9 10 11 12,2021,37.3,40.2,8.7,95.7
50162140170000,,Township HSD 214,Cook,, 9 10 11 12,2021,47,44,12.5,93.2
50162140170002,Elk Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,32.9,29.7,16.2,93.4
50162140170004,John Hersey High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,64.1,57.1,4.6,94.9
50162140170005,Prospect High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,61,59.5,4.7,96.2
50162140170006,Wheeling High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,31.2,26.6,19.1,89.2
50162140170007,Rolling Meadows High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,41.6,37.3,16.8,91.6
50162140170008,Buffalo Grove High School,Township HSD 214,Cook,HIGH SCHOOL, 9 10 11 12,2021,46.2,48.3,14.4,93.4
50162190170000,,Niles Twp HSD 219,Cook,, 9 10 11 12,2021,44.7,39.5,23.4,92.3
50162190170002,Niles North High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2021,46.3,38.5,20.1,91
50162190170003,Niles West High School,Niles Twp HSD 219,Cook,HIGH SCHOOL, 9 10 11 12,2021,43.4,40.2,26,93.4
50162250170000,,Northfield Twp HSD 225,Cook,, 9 10 11 12,2021,64.6,62.6,7.9,96.3
50162250170001,Glenbrook North High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2021,67.1,66.5,4.4,96.3
50162250170002,Glenbrook South High School,Northfield Twp HSD 225,Cook,HIGH SCHOOL, 9 10 11 12,2021,63,59.8,10.1,96.2
60160780020000,,Rosemont ESD 78,Cook,,PK K 1 2 3 4 5 6 7 8,2021,32.5,26.2,11,
60160780022001,Rosemont Elem School,Rosemont ESD 78,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,32.5,26.2,11,
60160790020000,,Pennoyer SD 79,Cook,,PK K 1 2 3 4 5 6 7 8,2021,38.1,24.3,2.2,
60160790022001,Pennoyer Elem School,Pennoyer SD 79,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,38.1,24.3,2.2,
60160800020000,,Norridge SD 80,Cook,,PK K 1 2 3 4 5 6 7 8,2021,34.6,27.2,4.2,
60160800021001,J Giles Elem School,Norridge SD 80,Cook,MIDDLE SCHL, 5 6 7 8,2021,34.3,25.1,5.8,
60160800022002,J Leigh Elem School,Norridge SD 80,Cook,ELEMENTARY,PK K 1 2 3 4,2021,35.3,31.5,2.3,
60160810020000,,Schiller Park SD 81,Cook,,PK K 1 2 3 4 5 6 7 8,2021,27.1,16.4,9.6,
60160810021001,Lincoln Middle School,Schiller Park SD 81,Cook,MIDDLE SCHL, 6 7 8,2021,29,15.1,10.8,
60160810022001,John F Kennedy Elem School,Schiller Park SD 81,Cook,ELEMENTARY,PK K 1 2 3,2021,26.4,19.2,8.9,
60160810022003,Washington Elem School,Schiller Park SD 81,Cook,ELEMENTARY, 4 5,2021,24.7,17.1,8.5,
60160830020000,,Mannheim SD 83,Cook,,PK K 1 2 3 4 5 6 7 8,2021,23,11.2,17.7,
60160830021003,Mannheim Middle School,Mannheim SD 83,Cook,MIDDLE SCHL, 6 7 8,2021,23.4,13,28.3,
60160830022002,Scott Elementary School,Mannheim SD 83,Cook,ELEMENTARY, K 1 2 3 4 5,2021,27.7,10.6,9.3,
60160830022004,Roy Elem School,Mannheim SD 83,Cook,ELEMENTARY, K 1 2 3 4 5,2021,19.9,9.2,10.4,
60160830022005,Westdale Elem School,Mannheim SD 83,Cook,ELEMENTARY, K 1 2 3 4 5,2021,21.7,9.7,10.4,
60160830023002,Mannheim Early Childhood Cente,Mannheim SD 83,Cook,ELEMENTARY,PK K,2021,,,,
60160840020000,,Franklin Park SD 84,Cook,,PK K 1 2 3 4 5 6 7 8,2021,30.9,25.5,22.5,
60160840021002,Hester Jr High School,Franklin Park SD 84,Cook,MIDDLE SCHL, 6 7 8,2021,32.9,24.6,40.3,
60160840022003,North Elem School,Franklin Park SD 84,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,30.4,25,8.6,
60160840022004,Dan H Pietrini Elem School,Franklin Park SD 84,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,23.6,22.7,10.3,
60160840022005,Passow Elementary School,Franklin Park SD 84,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,31.2,29.2,11.3,
60160845020000,,Rhodes SD 84-5,Cook,,PK K 1 2 3 4 5 6 7 8,2021,20.8,12,15.2,
60160845022001,Rhodes Elem School,Rhodes SD 84-5,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,20.8,12,15.2,
60160855020000,,River Grove SD 85-5,Cook,,PK K 1 2 3 4 5 6 7 8,2021,26.1,16.9,12.3,
60160855022001,River Grove Elem School,River Grove SD 85-5,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,26.1,16.9,12.3,
60160860020000,,Union Ridge SD 86,Cook,,PK K 1 2 3 4 5 6 7 8,2021,53.2,26.9,3.8,
60160860022001,Union Ridge Elem School,Union Ridge SD 86,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,53.2,26.9,3.8,
60160870020000,,Berkeley SD 87,Cook,,PK K 1 2 3 4 5 6 7 8,2021,14.9,11.3,27.2,
60160870021005,MacArthur Middle School,Berkeley SD 87,Cook,MIDDLE SCHL, 6 7 8,2021,19.8,11.9,35.3,
60160870021006,Northlake Middle School,Berkeley SD 87,Cook,MIDDLE SCHL, 6 7 8,2021,19.7,15.3,31.4,
60160870022003,Jefferson Primary School,Berkeley SD 87,Cook,ELEMENTARY,PK K 1 2,2021,,,25.7,
60160870022007,J W Riley Intermediate School,Berkeley SD 87,Cook,ELEMENTARY, 3 4 5,2021,8.6,6.2,25.6,
60160870022008,Sunnyside Intermediate School,Berkeley SD 87,Cook,ELEMENTARY, 3 4 5,2021,9,9.7,20.9,
60160870022010,Whittier Primary School,Berkeley SD 87,Cook,ELEMENTARY,PK K 1 2,2021,,,17.5,
60160880020000,,Bellwood SD 88,Cook,,PK K 1 2 3 4 5 6 7 8,2021,9.9,4.6,36,
60160880021007,Roosevelt Middle School,Bellwood SD 88,Cook,MIDDLE SCHL, 6 7 8,2021,12.4,5,45.9,
60160880022001,Grant Elem School,Bellwood SD 88,Cook,ELEMENTARY, 1 2 3 4 5,2021,8.4,3.6,24.5,
60160880022003,Lincoln Elementary School,Bellwood SD 88,Cook,ELEMENTARY, K 1 2 3 4 5,2021,7,2.4,38.7,
60160880022005,McKinley Elem School,Bellwood SD 88,Cook,ELEMENTARY, K 1 2 3 4 5,2021,6.9,7,23,
60160880022006,Thurgood Marshall Elem School,Bellwood SD 88,Cook,ELEMENTARY, K 1 2 3 4 5,2021,9.7,3.9,33.6,
60160880022009,Grant Primary,Bellwood SD 88,Cook,ELEMENTARY, K,2021,,,,
60160880023003,Early Childhood Cntr/Lincoln P,Bellwood SD 88,Cook,PreK,PK,2021,,,,
60160890020000,,Maywood-Melrose Park-Broadview,Cook,,PK K 1 2 3 4 5 6 7 8,2021,13.2,5.7,17.6,
60160890021001,Irving Middle School,Maywood-Melrose Park-Broadview,Cook,MIDDLE SCHL, 5 6 7 8,2021,13.9,4.5,28.7,
60160890021002,Stevenson Middle School,Maywood-Melrose Park-Broadview,Cook,MIDDLE SCHL, 6 7 8,2021,14.3,7.9,18.2,
60160890022001,Jane Addams Elem School,Maywood-Melrose Park-Broadview,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,15.9,8.3,6.8,
60160890022002,Emerson Elem School,Maywood-Melrose Park-Broadview,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,0.8,0,33.2,
60160890022003,Garfield Elem School,Maywood-Melrose Park-Broadview,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,4.3,0.6,19.9,
60160890022006,Lincoln Elem School,Maywood-Melrose Park-Broadview,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,12,4.8,10,
60160890022007,Melrose Park Elem School,Maywood-Melrose Park-Broadview,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,13.8,4.9,11.5,
60160890022008,Roosevelt Elem School,Maywood-Melrose Park-Broadview,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,16.3,1.7,15.9,
60160890022012,Washington Dual Language Acade,Maywood-Melrose Park-Broadview,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7,2021,22.6,13.8,7,
60160900020000,,River Forest SD 90,Cook,,PK K 1 2 3 4 5 6 7 8,2021,57.9,56.6,5.2,
60160900021002,Roosevelt School,River Forest SD 90,Cook,MIDDLE SCHL, 5 6 7 8,2021,56,57,7.5,
60160900022001,Lincoln Elem School,River Forest SD 90,Cook,ELEMENTARY, K 1 2 3 4,2021,63.7,61.1,2,
60160900022005,Willard Elem School,River Forest SD 90,Cook,ELEMENTARY,PK K 1 2 3 4,2021,58.8,50.3,3,
60160910020000,,Forest Park SD 91,Cook,,PK K 1 2 3 4 5 6 7 8,2021,27,13.6,27.3,
60160910021001,Forest Park Middle School,Forest Park SD 91,Cook,MIDDLE SCHL, 6 7 8,2021,17.6,4.2,45.7,
60160910022001,Betsy Ross Elem School,Forest Park SD 91,Cook,ELEMENTARY, K 1 2,2021,,,18,
60160910022003,Field Stevenson Elem School,Forest Park SD 91,Cook,ELEMENTARY, 3 4 5,2021,41.2,18.5,16.5,
60160910022004,Garfield Elem School,Forest Park SD 91,Cook,ELEMENTARY,PK K 1 2,2021,,,24.5,
60160910022005,Grant-White Elem School,Forest Park SD 91,Cook,ELEMENTARY, 3 4 5,2021,21.7,25.6,15.7,
60160920020000,,Lindop SD 92,Cook,,PK K 1 2 3 4 5 6 7 8,2021,17.6,10.1,6.6,
60160920022001,Lindop Elem School,Lindop SD 92,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,17.6,10.1,6.6,
60160925020000,,Westchester SD 92-5,Cook,,PK K 1 2 3 4 5 6 7 8,2021,27.6,21.3,9.4,
60160925021001,Westchester Middle School,Westchester SD 92-5,Cook,MIDDLE SCHL, 6 7 8,2021,34,22.1,11.2,
60160925022002,Westchester Intermediate Schoo,Westchester SD 92-5,Cook,ELEMENTARY, 3 4 5,2021,21.1,20.4,7.8,
60160925022003,Westchester Primary School,Westchester SD 92-5,Cook,ELEMENTARY,PK K 1 2,2021,,,9,
60160930020000,,Hillside SD 93,Cook,,PK K 1 2 3 4 5 6 7 8,2021,13.3,4.5,14.8,
60160930022001,Hillside Elem School,Hillside SD 93,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,13.3,4.5,14.8,
60160940020000,,Komarek SD 94,Cook,,PK K 1 2 3 4 5 6 7 8,2021,29.7,23.6,6.1,
60160940022001,Komarek Elem School,Komarek SD 94,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,29.7,23.6,6.1,
60160950020000,,Brookfield Lagrange Park SD 95,Cook,,PK K 1 2 3 4 5 6 7 8,2021,39.7,26.1,4.2,
60160950021001,S E Gross  Middle School,Brookfield Lagrange Park SD 95,Cook,MIDDLE SCHL,PK 6 7 8,2021,42.9,27.2,4.4,
60160950022002,Brook Park Elem School,Brookfield Lagrange Park SD 95,Cook,ELEMENTARY, K 1 2 3 4 5,2021,36.6,25,4,
60160960020000,,Riverside SD 96,Cook,,PK K 1 2 3 4 5 6 7 8,2021,53.2,47.1,4.4,
60160960021004,L J Hauser Jr High School,Riverside SD 96,Cook,MIDDLE SCHL, 6 7 8,2021,49.2,43.7,2.4,
60160960022001,A F Ames Elem School,Riverside SD 96,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,56.2,53.9,4.6,
60160960022002,Blythe Park Elem School,Riverside SD 96,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,64.9,47.4,3,
60160960022003,Central Elem School,Riverside SD 96,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,61.3,54.8,7.9,
60160960022005,Hollywood Elem School,Riverside SD 96,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,48.3,40,6.1,
60160970020000,,Oak Park ESD 97,Cook,,PK K 1 2 3 4 5 6 7 8,2021,43.8,41.3,7.5,
60160970021003,Gwendolyn Brooks Middle School,Oak Park ESD 97,Cook,MIDDLE SCHL, 6 7 8,2021,49.6,35.4,8.9,
60160970021004,Percy Julian Middle School,Oak Park ESD 97,Cook,MIDDLE SCHL, 6 7 8,2021,50.7,41.8,15.4,
60160970022001,William Beye Elem School,Oak Park ESD 97,Cook,ELEMENTARY, K 1 2 3 4 5,2021,41.5,45.9,5,
60160970022003,William Hatch Elem School,Oak Park ESD 97,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,32.7,33.3,3.2,
60160970022005,Oliver W Holmes Elem School,Oak Park ESD 97,Cook,ELEMENTARY, K 1 2 3 4 5,2021,43.5,40.6,5.1,
60160970022006,Irving Elem School,Oak Park ESD 97,Cook,ELEMENTARY, K 1 2 3 4 5,2021,28,35.2,5,
60160970022007,Abraham Lincoln Elem School,Oak Park ESD 97,Cook,ELEMENTARY, K 1 2 3 4 5,2021,36.8,44.6,4.1,
60160970022008,Longfellow Elem School,Oak Park ESD 97,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,44,42.1,5.8,
60160970022009,Horace Mann Elem School,Oak Park ESD 97,Cook,ELEMENTARY, K 1 2 3 4 5,2021,51.1,59.8,3.8,
60160970022010,Whittier Elem School,Oak Park ESD 97,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,33.9,44.3,5.8,
60160980020000,,Berwyn North SD 98,Cook,,PK K 1 2 3 4 5 6 7 8,2021,22.3,12.4,20.8,
60160980021004,Lincoln Middle School,Berwyn North SD 98,Cook,MIDDLE SCHL, 6 7 8,2021,26,12.9,20.4,
60160980022001,Prairie Oak School,Berwyn North SD 98,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,19,15.7,20.8,
60160980022002,Karel Havlicek Elem School,Berwyn North SD 98,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,16.1,8.1,20.7,
60160980022003,Jefferson Elem School,Berwyn North SD 98,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,17.3,8,21.9,
60160990020000,,Cicero SD 99,Cook,,PK K 1 2 3 4 5 6 7 8,2021,9.9,5.2,24.1,
60160990021002,Unity Jr High School,Cicero SD 99,Cook,MIDDLE SCHL, 7 8,2021,9.8,5.6,34.2,
60160990022001,Daniel Burnham Elem School,Cicero SD 99,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,7.4,3.9,19.4,
60160990022002,Cicero East Elem School,Cicero SD 99,Cook,ELEMENTARY, 5 6,2021,17.9,7.5,16.1,
60160990022003,Columbus  East Elem School,Cicero SD 99,Cook,ELEMENTARY, 4 5 6,2021,22.1,9.4,9.9,
60160990022004,Drexel Elem School,Cicero SD 99,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,5,4.9,22.1,
60160990022005,Goodwin Elementary School,Cicero SD 99,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2021,4.9,1.7,12.1,
60160990022006,Abe Lincoln Elem School,Cicero SD 99,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2021,16.7,6.5,20.2,
60160990022007,McKinley Educational Center,Cicero SD 99,Cook,ELEMENTARY, 5 6 7 8,2021,0,0,93.8,
60160990022008,T Roosevelt Elem School,Cicero SD 99,Cook,ELEMENTARY, 3 4 5 6,2021,11.7,2.3,27.2,
60160990022009,Sherlock Elem School,Cicero SD 99,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2021,11.4,3.7,22.1,
60160990022010,Woodrow Wilson Elem School,Cicero SD 99,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,7,3.6,13.2,
60160990022012,Warren Park School,Cicero SD 99,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2021,5.5,8,19.3,
60160990022013,Liberty Elem School,Cicero SD 99,Cook,ELEMENTARY, K 1 2 3,2021,6.3,7.9,21.5,
60160990022014,Cicero West Elementary School,Cicero SD 99,Cook,ELEMENTARY,PK K 1 2 3 4,2021,5.4,6.3,28.1,
60160990022015,Columbus West Elementary Schoo,Cicero SD 99,Cook,ELEMENTARY,PK K 1 2 3 4,2021,9.6,2.7,24.7,
60160990023001,District 99 Early Childhood Ce,Cicero SD 99,Cook,PreK,PK,2021,,,,
60161000020000,,Berwyn South SD 100,Cook,,PK K 1 2 3 4 5 6 7 8,2021,19.6,14.4,8.3,
60161000021002,Heritage Middle School,Berwyn South SD 100,Cook,MIDDLE SCHL, 6 7 8,2021,24.2,19.8,7,
60161000021003,Freedom Middle School,Berwyn South SD 100,Cook,MIDDLE SCHL, 6 7 8,2021,22.8,15.4,6.6,
60161000022001,Emerson Elem School,Berwyn South SD 100,Cook,ELEMENTARY, K 1 2 3 4 5,2021,12.2,8.8,12.9,
60161000022003,Irving Elem School,Berwyn South SD 100,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,19.4,15.1,4.5,
60161000022004,Komensky Elem School,Berwyn South SD 100,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,9,9.7,9.2,
60161000022006,Pershing Elem School,Berwyn South SD 100,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,15.8,11.1,8.4,
60161000022007,Piper School,Berwyn South SD 100,Cook,ELEMENTARY, K 1 2 3 4 5,2021,23.7,14.4,11.3,
60161000022008,Hiawatha Elem School,Berwyn South SD 100,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,11.6,6.5,11.6,
60161010020000,,Western Springs SD 101,Cook,,PK K 1 2 3 4 5 6 7 8,2021,61.6,68.1,1.5,
60161010021006,McClure Jr High School,Western Springs SD 101,Cook,MIDDLE SCHL, 6 7 8,2021,57.8,66.6,2.9,
60161010022001,Field Park Elem School,Western Springs SD 101,Cook,ELEMENTARY, K 1 2 3 4 5,2021,69.1,65.4,0,
60161010022002,Forest Hills Elem School,Western Springs SD 101,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,70.7,61.8,1.3,
60161010022005,John Laidlaw Elem School,Western Springs SD 101,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,56.6,76.9,0.6,
60161020020000,,La Grange SD 102,Cook,,PK K 1 2 3 4 5 6 7 8,2021,53.1,53.7,8,
60161020021004,Park Junior High School,La Grange SD 102,Cook,MIDDLE SCHL, 7 8,2021,68.2,50.7,26,
60161020022001,Congress Park Elem School,La Grange SD 102,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,37.2,30.7,3.3,
60161020022002,Cossitt Ave Elem School,La Grange SD 102,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,61.4,69.1,0.6,
60161020022003,Forest Road Elem School,La Grange SD 102,Cook,ELEMENTARY, 1 2 3 4 5 6,2021,36.6,46.7,2.1,
60161020022007,Ogden Ave Elem School,La Grange SD 102,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,45.3,62.1,0.5,
60161020022008,Barnsdale Road School,La Grange SD 102,Cook,ELEMENTARY,PK K,2021,,,,
60161030020000,,Lyons SD 103,Cook,,PK K 1 2 3 4 5 6 7 8,2021,14.7,6.7,21.1,
60161030022002,Edison Elem School,Lyons SD 103,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,34.2,11.7,6.2,
60161030022004,Home Elem School,Lyons SD 103,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,16.7,7.8,12.6,
60161030022005,Lincoln Elem School,Lyons SD 103,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,10.6,5.6,16.3,
60161030022006,J W Robinson Jr Elem School,Lyons SD 103,Cook,ELEMENTARY, K 1 2 3 4 5,2021,10.5,5.2,12,
60161030022007,Washington Middle School,Lyons SD 103,Cook,ELEMENTARY, 6 7 8,2021,13.5,6.3,32.5,
60161030022008,Costello School,Lyons SD 103,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,10.3,6,20,
60161050020000,,La Grange SD 105 South,Cook,,PK K 1 2 3 4 5 6 7 8,2021,46.8,39.4,11.4,
60161050021001,Wm F Gurrie Middle School,La Grange SD 105 South,Cook,MIDDLE SCHL, 7 8,2021,47.4,35.4,19.8,
60161050022002,Hodgkins Elem School,La Grange SD 105 South,Cook,ELEMENTARY,PK K 1 2 3 4 5 6,2021,37.5,26.5,18.4,
60161050022003,Ideal Elem School,La Grange SD 105 South,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,21.8,24.1,16.1,
60161050022004,Seventh Ave Elem School,La Grange SD 105 South,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,56.4,39.5,4.1,
60161050022005,Spring Ave Elem School,La Grange SD 105 South,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,54.3,55.5,0,
60161060020000,,LaGrange Highlands SD 106,Cook,,PK K 1 2 3 4 5 6 7 8,2021,51.5,47.2,2,
60161060021003,Highlands Middle School,LaGrange Highlands SD 106,Cook,MIDDLE SCHL, 5 6 7 8,2021,49.7,44.5,2.3,
60161060022001,Highlands Elem School,LaGrange Highlands SD 106,Cook,ELEMENTARY,PK K 1 2 3 4,2021,54.2,51,1.7,
60161070020000,,Pleasantdale SD 107,Cook,,PK K 1 2 3 4 5 6 7 8,2021,57.8,56.5,5,
60161070021001,Pleasantdale Middle Sch,Pleasantdale SD 107,Cook,MIDDLE SCHL, 5 6 7 8,2021,56.5,52,4.2,
60161070022002,Pleasantdale Elementary School,Pleasantdale SD 107,Cook,ELEMENTARY,PK K 1 2 3 4,2021,60.6,66.5,5.9,
60162000130000,,Oak Park - River Forest SD 200,Cook,, 9 10 11 12,2021,62.5,52.6,20.5,94.6
60162000130001,Oak Park & River Forest High S,Oak Park - River Forest SD 200,Cook,HIGH SCHOOL, 9 10 11 12,2021,62.5,52.6,20.5,94.6
60162010170000,,J S Morton HSD 201,Cook,, 9 10 11 12,2021,13.9,9,21.8,72.7
60162010170001,J Sterling Morton East High Sc,J S Morton HSD 201,Cook,HIGH SCHOOL, 10 11 12,2021,11.4,7.5,26.5,73.4
60162010170002,J Sterling Morton West High Sc,J S Morton HSD 201,Cook,HIGH SCHOOL, 9 10 11 12,2021,17.4,11.1,18.1,72.4
60162010170003,J Sterling Morton Freshman Cnt,J S Morton HSD 201,Cook,HIGH SCHOOL,9,2021,,,19.3,
60162040170000,,Lyons Twp HSD 204,Cook,, 9 10 11 12,2021,54,50.8,6.4,95.2
60162040170001,Lyons Twp High Sch,Lyons Twp HSD 204,Cook,HIGH SCHOOL, 9 10 11 12,2021,54,50.8,6.4,95.2
60162080170000,,Riverside-Brookfield Twp SD 20,Cook,, 9 10 11 12,2021,45.8,43.6,7.7,95.5
60162080170001,Riverside Brookfield Twp HS,Riverside-Brookfield Twp SD 20,Cook,HIGH SCHOOL, 9 10 11 12,2021,45.8,43.6,7.7,95.5
60162090170000,,Proviso Twp HSD 209,Cook,, 9 10 11 12,2021,16.4,11.4,25.9,81
60162090170001,Proviso East High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL, 9 10 11 12,2021,4.1,2.5,35.8,71
60162090170002,Proviso West High School,Proviso Twp HSD 209,Cook,HIGH SCHOOL, 9 10 11 12,2021,10.3,4.8,26.5,82.3
60162090170003,Proviso Math and Science Acade,Proviso Twp HSD 209,Cook,HIGH SCHOOL, 9 10 11 12,2021,50.8,39.4,4.7,100
60162120160000,,Leyden CHSD 212,Cook,, 9 10 11 12,2021,21,15.1,23.5,84.7
60162120160001,East Leyden High School,Leyden CHSD 212,Cook,HIGH SCHOOL, 9 10 11 12,2021,25.7,20.8,23.5,84.2
60162120160002,West Leyden High School,Leyden CHSD 212,Cook,HIGH SCHOOL, 9 10 11 12,2021,16.2,9.3,23.4,85.2
60162340160000,,Ridgewood CHSD 234,Cook,, 9 10 11 12,2021,30,18,11.6,95.9
60162340160001,Ridgewood Comm High School,Ridgewood CHSD 234,Cook,HIGH SCHOOL, 9 10 11 12,2021,30,18,11.6,95.9
60164010260000,,Elmwood Park CUSD 401,Cook,,PK K 1 2 3 4 5 6 7 8 9 10 11 1,2021,26.1,14.7,24.5,81
60164010260001,Elmwood Park High School,Elmwood Park CUSD 401,Cook,HIGH SCHOOL, 9 10 11 12,2021,27.9,24.2,29.5,81
60164010261001,Elm Middle School,Elmwood Park CUSD 401,Cook,MIDDLE SCHL, 6 7 8,2021,29.7,12.9,30.7,
60164010262003,Elmwood Elem School,Elmwood Park CUSD 401,Cook,ELEMENTARY, K 1 2 3 4 5,2021,21.9,13.5,15.2,
60164010262004,John Mills Elem School,Elmwood Park CUSD 401,Cook,ELEMENTARY,PK K 1 2 3 4 5,2021,20.8,8.6,13.3,
70161040020000,,Summit SD 104,Cook,,PK K 1 2 3 4 5 6 7 8,2021,11.5,8.7,12.1,
70161040021001,Heritage Middle School,Summit SD 104,Cook,MIDDLE SCHL, 6 7 8,2021,11.7,6.3,9.3,
70161040022001,Dr Donald Wharton Elem School,Summit SD 104,Cook,ELEMENTARY,5,2021,12.4,12.4,12.1,
70161040022003,Otis P Graves Elem School,Summit SD 104,Cook,ELEMENTARY,PK K 1 2 3 4,2021,6.6,9,12.3,
70161040022004,W W Walker Elem School,Summit SD 104,Cook,ELEMENTARY, K 1 2 3 4,2021,16.9,4.2,16.2,
70161040022005,Walsh Elem School,Summit SD 104,Cook,ELEMENTARY, K 1 2 3 4,2021,11.8,14.5,15.8,
70161080020000,,Willow Springs SD 108,Cook,, K 1 2 3 4 5 6 7 8,2021,24.3,15.1,20.2,
70161080022001,Willow Springs Elem School,Willow Springs SD 108,Cook,ELEMENTARY, K 1 2 3 4 5 6 7 8,2021,24.3,15.1,20.2,
70161090020000,,Indian Springs SD 109,Cook,,PK K 1 2 3 4 5 6 7 8,2021,29,17,26.2,
70161090021006,Geo T Wilkins Jr High School,Indian Springs SD 109,Cook,MIDDLE SCHL, 7 8,2021,32,24.8,55.6,
70161090022001,Bridgeview Elem School,Indian Springs SD 109,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,31.9,19,6.3,
70161090022002,Frank A Brodnicki Elem School,Indian Springs SD 109,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,34.2,11.2,12.8,
70161090022004,Robina Lyle Elementary School,Indian Springs SD 109,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,20.7,17.2,7.9,
70161090022006,George T Wilkins Elem School,Indian Springs SD 109,Cook,ELEMENTARY, K 1 2 3 4 5 6,2021,19.7,10.7,35.7,
70161090023001,Gladness V Player Early Childh,Indian Springs SD 109,Cook,PreK,PK,2021,,,,
70161100020000,,Central Stickney SD 110,Cook,,PK K 1 2 3 4 5 6 7 8,2021,27,16.7,6.2,
70161100022002,Charles J Sahs Elem School,Central Stickney SD 110,Cook,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,2021,27,16.7,6.2,
70161110020000,,Burbank SD 111,Cook,,PK K 1 2 3 4 5 6 7 8,2021,15.7,11.8,16,
70161110021001,Liberty Junior High School,Burbank SD 111,Cook,MIDDLE SCHL, 6 7 8,2021,17.2,11.7,12.7,
